          x[m]          y[m]          z[m]      SEL[dBA]    LAmax[dBA]   EPNL[EPNdB]  PNLTM[TPNdB]
       9125.00      -1375.00          0.00         64.00         54.66         63.83         64.88
       9125.00      -1250.00          0.00         64.74         55.60         64.69         65.95
       9125.00      -1125.00          0.00         65.48         56.54         65.56         67.04
       9125.00      -1000.00          0.00         66.23         57.49         66.42         68.13
       9125.00       -875.00          0.00         66.96         58.43         67.28         69.20
       9125.00       -750.00          0.00         67.63         59.25         68.06         70.16
       9125.00       -625.00          0.00         68.20         59.95         68.72         70.95
       9125.00       -500.00          0.00         68.65         60.51         69.21         71.53
       9125.00       -375.00          0.00         69.00         60.96         69.59         71.99
       9125.00       -250.00          0.00         69.26         61.29         69.87         72.32
       9125.00       -125.00          0.00         69.41         61.48         70.03         72.52
       9125.00          0.00          0.00         69.46         61.54         70.09         72.59
       9125.00        125.00          0.00         69.41         61.48         70.03         72.52
       9125.00        250.00          0.00         69.26         61.29         69.87         72.32
       9125.00        375.00          0.00         69.00         60.96         69.59         71.99
       9125.00        500.00          0.00         68.65         60.51         69.21         71.53
       9125.00        625.00          0.00         68.20         59.95         68.72         70.95
       9125.00        750.00          0.00         67.63         59.25         68.06         70.16
       9125.00        875.00          0.00         66.96         58.43         67.28         69.20
       9125.00       1000.00          0.00         66.23         57.49         66.42         68.13
       9125.00       1125.00          0.00         65.48         56.54         65.55         67.04
       9125.00       1250.00          0.00         64.74         55.60         64.69         65.95
       9125.00       1375.00          0.00         64.00         54.66         63.83         64.88
       9125.00       1500.00          0.00         63.28         53.75         62.99         63.83
       9125.00       1625.00          0.00         62.57         52.86         62.15         62.81
       9125.00       1750.00          0.00         61.82         51.92         61.25         61.78
       9125.00       1875.00          0.00         61.08         51.01         60.37         60.78
       9125.00       2000.00          0.00         60.37         50.13         59.51         59.82
       9125.00       2125.00          0.00         59.69         49.28         58.69         58.89
       9125.00       2250.00          0.00         59.02         48.45         57.89         57.98
       9125.00       2375.00          0.00         58.37         47.66         57.12         57.11
       9125.00       2500.00          0.00         57.74         46.88         56.37         56.26
       9125.00       2625.00          0.00         57.13         46.13         55.64         55.44
       9125.00       2750.00          0.00         56.54         45.41         54.93         54.65
       9125.00       2875.00          0.00         55.96         44.70         54.24         53.88
       9125.00       3000.00          0.00         55.34         43.98         53.43         52.97
       9250.00      -3000.00          0.00         55.36         43.99         53.45         52.98
       9250.00      -2875.00          0.00         55.97         44.71         54.25         53.88
       9250.00      -2750.00          0.00         56.56         45.42         54.95         54.66
       9250.00      -2625.00          0.00         57.15         46.14         55.66         55.45
       9250.00      -2500.00          0.00         57.75         46.89         56.38         56.26
       9250.00      -2375.00          0.00         58.38         47.66         57.13         57.11
       9250.00      -2250.00          0.00         59.03         48.45         57.90         57.98
       9250.00      -2125.00          0.00         59.69         49.27         58.69         58.87
       9250.00      -2000.00          0.00         60.38         50.12         59.51         59.80
       9250.00      -1875.00          0.00         61.08         50.99         60.36         60.76
       9250.00      -1750.00          0.00         61.81         51.90         61.24         61.76
       9250.00      -1625.00          0.00         62.56         52.83         62.14         62.78
       9250.00      -1500.00          0.00         63.27         53.72         62.97         63.79
       9250.00      -1375.00          0.00         63.99         54.63         63.81         64.83
       9250.00      -1250.00          0.00         64.72         55.55         64.66         65.89
       9250.00      -1125.00          0.00         65.46         56.49         65.52         66.97
       9250.00      -1000.00          0.00         66.19         57.43         66.38         68.05
       9250.00       -875.00          0.00         66.92         58.35         67.22         69.11
       9250.00       -750.00          0.00         67.57         59.15         67.99         70.05
       9250.00       -625.00          0.00         68.13         59.85         68.65         70.85
       9250.00       -500.00          0.00         68.56         60.40         69.12         71.41
       9250.00       -375.00          0.00         68.90         60.84         69.49         71.86
       9250.00       -250.00          0.00         69.15         61.15         69.75         72.19
       9250.00       -125.00          0.00         69.29         61.34         69.91         72.38
       9250.00          0.00          0.00         69.34         61.41         69.97         72.45
       9250.00        125.00          0.00         69.29         61.34         69.91         72.38
       9250.00        250.00          0.00         69.15         61.15         69.75         72.19
       9250.00        375.00          0.00         68.90         60.84         69.49         71.86
       9250.00        500.00          0.00         68.56         60.40         69.12         71.41
       9250.00        625.00          0.00         68.13         59.85         68.65         70.85
       9250.00        750.00          0.00         67.57         59.15         67.99         70.05
       9250.00        875.00          0.00         66.92         58.35         67.22         69.11
       9250.00       1000.00          0.00         66.19         57.43         66.38         68.05
       9250.00       1125.00          0.00         65.46         56.49         65.52         66.97
       9250.00       1250.00          0.00         64.72         55.55         64.66         65.89
       9250.00       1375.00          0.00         63.99         54.63         63.81         64.83
       9250.00       1500.00          0.00         63.27         53.72         62.97         63.79
       9250.00       1625.00          0.00         62.56         52.83         62.14         62.78
       9250.00       1750.00          0.00         61.81         51.90         61.24         61.76
       9250.00       1875.00          0.00         61.08         50.99         60.36         60.76
       9250.00       2000.00          0.00         60.38         50.12         59.51         59.80
       9250.00       2125.00          0.00         59.69         49.27         58.69         58.87
       9250.00       2250.00          0.00         59.03         48.45         57.90         57.98
       9250.00       2375.00          0.00         58.38         47.66         57.13         57.11
       9250.00       2500.00          0.00         57.76         46.89         56.38         56.26
       9250.00       2625.00          0.00         57.15         46.14         55.65         55.45
       9250.00       2750.00          0.00         56.56         45.42         54.95         54.66
       9250.00       2875.00          0.00         55.98         44.71         54.25         53.88
       9250.00       3000.00          0.00         55.36         43.99         53.45         52.98
       9375.00      -3000.00          0.00         55.38         44.00         53.46         52.99
       9375.00      -2875.00          0.00         55.99         44.73         54.27         53.89
       9375.00      -2750.00          0.00         56.57         45.43         54.97         54.66
       9375.00      -2625.00          0.00         57.16         46.15         55.67         55.45
       9375.00      -2500.00          0.00         57.77         46.89         56.39         56.26
       9375.00      -2375.00          0.00         58.39         47.66         57.14         57.10
       9375.00      -2250.00          0.00         59.03         48.45         57.90         57.97
       9375.00      -2125.00          0.00         59.70         49.26         58.70         58.86
       9375.00      -2000.00          0.00         60.38         50.11         59.51         59.79
       9375.00      -1875.00          0.00         61.08         50.98         60.36         60.74
       9375.00      -1750.00          0.00         61.81         51.88         61.23         61.73
       9375.00      -1625.00          0.00         62.55         52.80         62.13         62.75
       9375.00      -1500.00          0.00         63.26         53.69         62.96         63.76
       9375.00      -1375.00          0.00         63.98         54.59         63.79         64.79
       9375.00      -1250.00          0.00         64.70         55.50         64.64         65.84
       9375.00      -1125.00          0.00         65.43         56.43         65.49         66.90
       9375.00      -1000.00          0.00         66.16         57.36         66.34         67.97
       9375.00       -875.00          0.00         66.88         58.27         67.17         69.01
       9375.00       -750.00          0.00         67.51         59.05         67.91         69.93
       9375.00       -625.00          0.00         68.06         59.74         68.57         70.74
       9375.00       -500.00          0.00         68.48         60.28         69.03         71.29
       9375.00       -375.00          0.00         68.80         60.71         69.38         71.74
       9375.00       -250.00          0.00         69.04         61.02         69.64         72.05
       9375.00       -125.00          0.00         69.18         61.21         69.80         72.24
       9375.00          0.00          0.00         69.23         61.27         69.85         72.31
       9375.00        125.00          0.00         69.18         61.21         69.80         72.24
       9375.00        250.00          0.00         69.04         61.02         69.64         72.05
       9375.00        375.00          0.00         68.80         60.71         69.38         71.74
       9375.00        500.00          0.00         68.48         60.28         69.03         71.29
       9375.00        625.00          0.00         68.06         59.74         68.57         70.74
       9375.00        750.00          0.00         67.51         59.05         67.91         69.93
       9375.00        875.00          0.00         66.88         58.27         67.17         69.01
       9375.00       1000.00          0.00         66.16         57.36         66.34         67.97
       9375.00       1125.00          0.00         65.43         56.43         65.49         66.90
       9375.00       1250.00          0.00         64.70         55.50         64.63         65.84
       9375.00       1375.00          0.00         63.98         54.59         63.79         64.79
       9375.00       1500.00          0.00         63.26         53.69         62.96         63.76
       9375.00       1625.00          0.00         62.55         52.80         62.13         62.75
       9375.00       1750.00          0.00         61.81         51.88         61.23         61.73
       9375.00       1875.00          0.00         61.09         50.98         60.36         60.74
       9375.00       2000.00          0.00         60.38         50.11         59.51         59.79
       9375.00       2125.00          0.00         59.70         49.26         58.70         58.86
       9375.00       2250.00          0.00         59.04         48.45         57.90         57.97
       9375.00       2375.00          0.00         58.39         47.66         57.13         57.10
       9375.00       2500.00          0.00         57.77         46.89         56.39         56.26
       9375.00       2625.00          0.00         57.17         46.15         55.67         55.45
       9375.00       2750.00          0.00         56.58         45.43         54.97         54.66
       9375.00       2875.00          0.00         56.00         44.73         54.26         53.89
       9375.00       3000.00          0.00         55.38         44.00         53.46         52.99
       9500.00      -3000.00          0.00         55.39         44.02         53.48         53.00
       9500.00      -2875.00          0.00         56.01         44.73         54.28         53.89
       9500.00      -2750.00          0.00         56.59         45.44         54.98         54.67
       9500.00      -2625.00          0.00         57.18         46.15         55.68         55.45
       9500.00      -2500.00          0.00         57.78         46.89         56.40         56.26
       9500.00      -2375.00          0.00         58.40         47.66         57.14         57.10
       9500.00      -2250.00          0.00         59.04         48.44         57.91         57.96
       9500.00      -2125.00          0.00         59.70         49.26         58.70         58.85
       9500.00      -2000.00          0.00         60.38         50.09         59.52         59.77
       9500.00      -1875.00          0.00         61.08         50.96         60.36         60.72
       9500.00      -1750.00          0.00         61.81         51.85         61.22         61.70
       9500.00      -1625.00          0.00         62.55         52.77         62.12         62.71
       9500.00      -1500.00          0.00         63.26         53.66         62.95         63.72
       9500.00      -1375.00          0.00         63.97         54.55         63.78         64.74
       9500.00      -1250.00          0.00         64.69         55.46         64.61         65.78
       9500.00      -1125.00          0.00         65.41         56.37         65.46         66.83
       9500.00      -1000.00          0.00         66.13         57.29         66.30         67.88
       9500.00       -875.00          0.00         66.84         58.19         67.13         68.92
       9500.00       -750.00          0.00         67.44         58.95         67.84         69.81
       9500.00       -625.00          0.00         67.98         59.63         68.48         70.62
       9500.00       -500.00          0.00         68.40         60.17         68.95         71.18
       9500.00       -375.00          0.00         68.71         60.59         69.29         71.61
       9500.00       -250.00          0.00         68.94         60.89         69.54         71.92
       9500.00       -125.00          0.00         69.07         61.07         69.68         72.11
       9500.00          0.00          0.00         69.11         61.13         69.73         72.17
       9500.00        125.00          0.00         69.07         61.07         69.68         72.11
       9500.00        250.00          0.00         68.94         60.89         69.54         71.92
       9500.00        375.00          0.00         68.71         60.59         69.29         71.61
       9500.00        500.00          0.00         68.40         60.17         68.95         71.18
       9500.00        625.00          0.00         67.98         59.63         68.48         70.62
       9500.00        750.00          0.00         67.44         58.95         67.84         69.81
       9500.00        875.00          0.00         66.84         58.19         67.13         68.92
       9500.00       1000.00          0.00         66.13         57.29         66.30         67.88
       9500.00       1125.00          0.00         65.41         56.37         65.46         66.83
       9500.00       1250.00          0.00         64.69         55.46         64.61         65.78
       9500.00       1375.00          0.00         63.97         54.55         63.77         64.74
       9500.00       1500.00          0.00         63.26         53.66         62.95         63.72
       9500.00       1625.00          0.00         62.55         52.77         62.12         62.71
       9500.00       1750.00          0.00         61.81         51.85         61.22         61.70
       9500.00       1875.00          0.00         61.09         50.96         60.36         60.72
       9500.00       2000.00          0.00         60.39         50.09         59.51         59.77
       9500.00       2125.00          0.00         59.71         49.26         58.70         58.85
       9500.00       2250.00          0.00         59.05         48.44         57.91         57.96
       9500.00       2375.00          0.00         58.41         47.66         57.14         57.10
       9500.00       2500.00          0.00         57.78         46.89         56.40         56.26
       9500.00       2625.00          0.00         57.18         46.15         55.68         55.45
       9500.00       2750.00          0.00         56.59         45.44         54.98         54.67
       9500.00       2875.00          0.00         56.01         44.73         54.28         53.89
       9500.00       3000.00          0.00         55.40         44.02         53.48         53.00
       9625.00      -3000.00          0.00         55.41         44.03         53.49         53.00
       9625.00      -2875.00          0.00         56.02         44.74         54.29         53.89
       9625.00      -2750.00          0.00         56.60         45.44         55.00         54.67
       9625.00      -2625.00          0.00         57.19         46.16         55.69         55.46
       9625.00      -2500.00          0.00         57.79         46.89         56.41         56.26
       9625.00      -2375.00          0.00         58.41         47.65         57.15         57.09
       9625.00      -2250.00          0.00         59.05         48.44         57.92         57.95
       9625.00      -2125.00          0.00         59.71         49.25         58.70         58.84
       9625.00      -2000.00          0.00         60.39         50.08         59.52         59.75
       9625.00      -1875.00          0.00         61.09         50.94         60.35         60.70
       9625.00      -1750.00          0.00         61.80         51.83         61.22         61.67
       9625.00      -1625.00          0.00         62.54         52.74         62.11         62.68
       9625.00      -1500.00          0.00         63.25         53.63         62.94         63.67
       9625.00      -1375.00          0.00         63.96         54.51         63.76         64.69
       9625.00      -1250.00          0.00         64.67         55.41         64.59         65.72
       9625.00      -1125.00          0.00         65.39         56.32         65.43         66.76
       9625.00      -1000.00          0.00         66.11         57.22         66.27         67.80
       9625.00       -875.00          0.00         66.80         58.10         67.08         68.81
       9625.00       -750.00          0.00         67.39         58.85         67.77         69.69
       9625.00       -625.00          0.00         67.91         59.52         68.40         70.49
       9625.00       -500.00          0.00         68.32         60.06         68.87         71.06
       9625.00       -375.00          0.00         68.63         60.47         69.20         71.49
       9625.00       -250.00          0.00         68.84         60.76         69.44         71.79
       9625.00       -125.00          0.00         68.97         60.94         69.58         71.97
       9625.00          0.00          0.00         69.01         61.00         69.62         72.03
       9625.00        125.00          0.00         68.97         60.94         69.58         71.97
       9625.00        250.00          0.00         68.84         60.76         69.44         71.79
       9625.00        375.00          0.00         68.63         60.47         69.20         71.49
       9625.00        500.00          0.00         68.32         60.06         68.87         71.06
       9625.00        625.00          0.00         67.91         59.52         68.40         70.49
       9625.00        750.00          0.00         67.39         58.85         67.77         69.69
       9625.00        875.00          0.00         66.80         58.10         67.08         68.81
       9625.00       1000.00          0.00         66.11         57.22         66.27         67.80
       9625.00       1125.00          0.00         65.39         56.32         65.43         66.76
       9625.00       1250.00          0.00         64.67         55.41         64.59         65.72
       9625.00       1375.00          0.00         63.96         54.51         63.76         64.69
       9625.00       1500.00          0.00         63.25         53.63         62.94         63.67
       9625.00       1625.00          0.00         62.54         52.74         62.10         62.68
       9625.00       1750.00          0.00         61.81         51.83         61.22         61.67
       9625.00       1875.00          0.00         61.09         50.94         60.35         60.70
       9625.00       2000.00          0.00         60.39         50.08         59.51         59.75
       9625.00       2125.00          0.00         59.71         49.25         58.70         58.84
       9625.00       2250.00          0.00         59.05         48.44         57.91         57.95
       9625.00       2375.00          0.00         58.42         47.65         57.15         57.09
       9625.00       2500.00          0.00         57.80         46.89         56.41         56.26
       9625.00       2625.00          0.00         57.19         46.16         55.69         55.46
       9625.00       2750.00          0.00         56.61         45.44         55.00         54.67
       9625.00       2875.00          0.00         56.03         44.74         54.29         53.89
       9625.00       3000.00          0.00         55.42         44.03         53.49         53.00
       9750.00      -3000.00          0.00         55.43         44.06         53.50         53.02
       9750.00      -2875.00          0.00         56.04         44.77         54.30         53.90
       9750.00      -2750.00          0.00         56.62         45.47         55.01         54.69
       9750.00      -2625.00          0.00         57.20         46.17         55.70         55.47
       9750.00      -2500.00          0.00         57.80         46.90         56.42         56.26
       9750.00      -2375.00          0.00         58.42         47.66         57.16         57.09
       9750.00      -2250.00          0.00         59.06         48.43         57.92         57.94
       9750.00      -2125.00          0.00         59.72         49.24         58.70         58.82
       9750.00      -2000.00          0.00         60.39         50.07         59.51         59.73
       9750.00      -1875.00          0.00         61.09         50.92         60.35         60.67
       9750.00      -1750.00          0.00         61.80         51.81         61.21         61.64
       9750.00      -1625.00          0.00         62.54         52.71         62.09         62.64
       9750.00      -1500.00          0.00         63.25         53.59         62.93         63.63
       9750.00      -1375.00          0.00         63.95         54.47         63.74         64.64
       9750.00      -1250.00          0.00         64.66         55.36         64.57         65.66
       9750.00      -1125.00          0.00         65.37         56.26         65.41         66.69
       9750.00      -1000.00          0.00         66.08         57.15         66.23         67.72
       9750.00       -875.00          0.00         66.76         58.01         67.03         68.71
       9750.00       -750.00          0.00         67.34         58.75         67.71         69.57
       9750.00       -625.00          0.00         67.85         59.41         68.33         70.36
       9750.00       -500.00          0.00         68.26         59.94         68.80         70.95
       9750.00       -375.00          0.00         68.56         60.35         69.12         71.36
       9750.00       -250.00          0.00         68.76         60.64         69.35         71.66
       9750.00       -125.00          0.00         68.89         60.81         69.49         71.84
       9750.00          0.00          0.00         68.93         60.87         69.53         71.90
       9750.00        125.00          0.00         68.89         60.81         69.49         71.84
       9750.00        250.00          0.00         68.76         60.64         69.35         71.66
       9750.00        375.00          0.00         68.56         60.35         69.12         71.36
       9750.00        500.00          0.00         68.26         59.94         68.80         70.95
       9750.00        625.00          0.00         67.85         59.41         68.33         70.36
       9750.00        750.00          0.00         67.34         58.75         67.71         69.57
       9750.00        875.00          0.00         66.76         58.01         67.03         68.71
       9750.00       1000.00          0.00         66.08         57.15         66.23         67.72
       9750.00       1125.00          0.00         65.37         56.26         65.41         66.69
       9750.00       1250.00          0.00         64.66         55.36         64.57         65.66
       9750.00       1375.00          0.00         63.95         54.47         63.74         64.64
       9750.00       1500.00          0.00         63.25         53.59         62.93         63.63
       9750.00       1625.00          0.00         62.54         52.71         62.09         62.64
       9750.00       1750.00          0.00         61.80         51.81         61.21         61.64
       9750.00       1875.00          0.00         61.09         50.92         60.35         60.67
       9750.00       2000.00          0.00         60.39         50.07         59.51         59.73
       9750.00       2125.00          0.00         59.72         49.24         58.70         58.82
       9750.00       2250.00          0.00         59.06         48.43         57.92         57.94
       9750.00       2375.00          0.00         58.43         47.66         57.16         57.09
       9750.00       2500.00          0.00         57.81         46.90         56.42         56.26
       9750.00       2625.00          0.00         57.21         46.17         55.70         55.47
       9750.00       2750.00          0.00         56.62         45.47         55.01         54.69
       9750.00       2875.00          0.00         56.04         44.77         54.30         53.90
       9750.00       3000.00          0.00         55.43         44.06         53.50         53.02
       9875.00      -3000.00          0.00         55.44         44.06         53.52         53.03
       9875.00      -2875.00          0.00         56.05         44.77         54.31         53.91
       9875.00      -2750.00          0.00         56.63         45.47         55.02         54.69
       9875.00      -2625.00          0.00         57.22         46.18         55.71         55.47
       9875.00      -2500.00          0.00         57.82         46.91         56.43         56.27
       9875.00      -2375.00          0.00         58.43         47.66         57.16         57.09
       9875.00      -2250.00          0.00         59.07         48.44         57.92         57.94
       9875.00      -2125.00          0.00         59.72         49.24         58.71         58.82
       9875.00      -2000.00          0.00         60.39         50.06         59.51         59.73
       9875.00      -1875.00          0.00         61.09         50.91         60.34         60.66
       9875.00      -1750.00          0.00         61.80         51.79         61.20         61.62
       9875.00      -1625.00          0.00         62.53         52.69         62.08         62.61
       9875.00      -1500.00          0.00         63.24         53.57         62.92         63.60
       9875.00      -1375.00          0.00         63.94         54.44         63.73         64.60
       9875.00      -1250.00          0.00         64.64         55.32         64.55         65.61
       9875.00      -1125.00          0.00         65.35         56.21         65.38         66.63
       9875.00      -1000.00          0.00         66.06         57.09         66.20         67.65
       9875.00       -875.00          0.00         66.73         57.92         66.98         68.61
       9875.00       -750.00          0.00         67.30         58.65         67.66         69.46
       9875.00       -625.00          0.00         67.81         59.30         68.27         70.23
       9875.00       -500.00          0.00         68.22         59.83         68.75         70.83
       9875.00       -375.00          0.00         68.51         60.23         69.07         71.24
       9875.00       -250.00          0.00         68.71         60.51         69.29         71.53
       9875.00       -125.00          0.00         68.83         60.68         69.43         71.71
       9875.00          0.00          0.00         68.87         60.74         69.47         71.76
       9875.00        125.00          0.00         68.83         60.68         69.43         71.71
       9875.00        250.00          0.00         68.71         60.51         69.29         71.53
       9875.00        375.00          0.00         68.51         60.23         69.07         71.24
       9875.00        500.00          0.00         68.22         59.83         68.75         70.83
       9875.00        625.00          0.00         67.81         59.30         68.27         70.23
       9875.00        750.00          0.00         67.30         58.65         67.66         69.46
       9875.00        875.00          0.00         66.73         57.92         66.98         68.61
       9875.00       1000.00          0.00         66.06         57.09         66.20         67.65
       9875.00       1125.00          0.00         65.35         56.21         65.38         66.63
       9875.00       1250.00          0.00         64.64         55.32         64.55         65.61
       9875.00       1375.00          0.00         63.94         54.44         63.73         64.60
       9875.00       1500.00          0.00         63.24         53.57         62.92         63.60
       9875.00       1625.00          0.00         62.53         52.69         62.08         62.61
       9875.00       1750.00          0.00         61.80         51.79         61.20         61.62
       9875.00       1875.00          0.00         61.09         50.91         60.34         60.66
       9875.00       2000.00          0.00         60.40         50.06         59.51         59.73
       9875.00       2125.00          0.00         59.72         49.24         58.71         58.82
       9875.00       2250.00          0.00         59.07         48.44         57.92         57.94
       9875.00       2375.00          0.00         58.44         47.66         57.16         57.09
       9875.00       2500.00          0.00         57.82         46.91         56.43         56.27
       9875.00       2625.00          0.00         57.22         46.18         55.71         55.47
       9875.00       2750.00          0.00         56.64         45.47         55.02         54.69
       9875.00       2875.00          0.00         56.06         44.77         54.31         53.91
       9875.00       3000.00          0.00         55.45         44.06         53.51         53.03
      10000.00      -3000.00          0.00         55.45         44.06         53.52         53.03
      10000.00      -2875.00          0.00         56.06         44.77         54.32         53.91
      10000.00      -2750.00          0.00         56.64         45.47         55.03         54.70
      10000.00      -2625.00          0.00         57.22         46.18         55.72         55.47
      10000.00      -2500.00          0.00         57.82         46.91         56.43         56.27
      10000.00      -2375.00          0.00         58.44         47.66         57.17         57.09
      10000.00      -2250.00          0.00         59.07         48.44         57.92         57.94
      10000.00      -2125.00          0.00         59.72         49.24         58.70         58.82
      10000.00      -2000.00          0.00         60.39         50.06         59.51         59.72
      10000.00      -1875.00          0.00         61.08         50.91         60.34         60.66
      10000.00      -1750.00          0.00         61.79         51.79         61.19         61.62
      10000.00      -1625.00          0.00         62.52         52.69         62.07         62.61
      10000.00      -1500.00          0.00         63.23         53.56         62.90         63.60
      10000.00      -1375.00          0.00         63.92         54.43         63.71         64.59
      10000.00      -1250.00          0.00         64.63         55.31         64.53         65.60
      10000.00      -1125.00          0.00         65.33         56.20         65.35         66.62
      10000.00      -1000.00          0.00         66.03         57.08         66.17         67.63
      10000.00       -875.00          0.00         66.70         57.91         66.95         68.59
      10000.00       -750.00          0.00         67.26         58.63         67.62         69.44
      10000.00       -625.00          0.00         67.77         59.27         68.23         70.20
      10000.00       -500.00          0.00         68.19         59.81         68.72         70.81
      10000.00       -375.00          0.00         68.47         60.20         69.03         71.21
      10000.00       -250.00          0.00         68.68         60.48         69.26         71.50
      10000.00       -125.00          0.00         68.80         60.64         69.39         71.67
      10000.00          0.00          0.00         68.84         60.70         69.43         71.73
      10000.00        125.00          0.00         68.80         60.64         69.39         71.67
      10000.00        250.00          0.00         68.68         60.48         69.26         71.50
      10000.00        375.00          0.00         68.47         60.20         69.03         71.21
      10000.00        500.00          0.00         68.19         59.81         68.72         70.81
      10000.00        625.00          0.00         67.77         59.27         68.23         70.20
      10000.00        750.00          0.00         67.26         58.63         67.62         69.44
      10000.00        875.00          0.00         66.70         57.91         66.95         68.59
      10000.00       1000.00          0.00         66.03         57.08         66.17         67.63
      10000.00       1125.00          0.00         65.33         56.20         65.35         66.62
      10000.00       1250.00          0.00         64.63         55.31         64.53         65.60
      10000.00       1375.00          0.00         63.92         54.43         63.71         64.59
      10000.00       1500.00          0.00         63.23         53.56         62.90         63.60
      10000.00       1625.00          0.00         62.52         52.69         62.07         62.61
      10000.00       1750.00          0.00         61.79         51.79         61.19         61.62
      10000.00       1875.00          0.00         61.08         50.91         60.34         60.66
      10000.00       2000.00          0.00         60.39         50.06         59.51         59.72
      10000.00       2125.00          0.00         59.72         49.24         58.70         58.82
      10000.00       2250.00          0.00         59.07         48.44         57.92         57.94
      10000.00       2375.00          0.00         58.44         47.66         57.16         57.09
      10000.00       2500.00          0.00         57.83         46.91         56.43         56.27
      10000.00       2625.00          0.00         57.23         46.18         55.72         55.47
      10000.00       2750.00          0.00         56.65         45.47         55.02         54.70
      10000.00       2875.00          0.00         56.07         44.77         54.32         53.91
      10000.00       3000.00          0.00         55.46         44.06         53.52         53.03
      10125.00      -3000.00          0.00         55.46         44.06         53.52         53.03
      10125.00      -2875.00          0.00         56.07         44.77         54.32         53.91
      10125.00      -2750.00          0.00         56.65         45.47         55.03         54.70
      10125.00      -2625.00          0.00         57.23         46.18         55.72         55.47
      10125.00      -2500.00          0.00         57.82         46.91         56.43         56.27
      10125.00      -2375.00          0.00         58.44         47.66         57.16         57.09
      10125.00      -2250.00          0.00         59.07         48.43         57.92         57.94
      10125.00      -2125.00          0.00         59.72         49.23         58.70         58.82
      10125.00      -2000.00          0.00         60.39         50.06         59.50         59.72
      10125.00      -1875.00          0.00         61.08         50.91         60.32         60.65
      10125.00      -1750.00          0.00         61.78         51.78         61.17         61.61
      10125.00      -1625.00          0.00         62.51         52.68         62.05         62.60
      10125.00      -1500.00          0.00         63.21         53.56         62.88         63.59
      10125.00      -1375.00          0.00         63.91         54.43         63.69         64.58
      10125.00      -1250.00          0.00         64.61         55.31         64.50         65.59
      10125.00      -1125.00          0.00         65.31         56.19         65.32         66.61
      10125.00      -1000.00          0.00         66.00         57.07         66.13         67.62
      10125.00       -875.00          0.00         66.67         57.90         66.91         68.58
      10125.00       -750.00          0.00         67.24         58.61         67.59         69.42
      10125.00       -625.00          0.00         67.75         59.26         68.20         70.18
      10125.00       -500.00          0.00         68.17         59.79         68.69         70.79
      10125.00       -375.00          0.00         68.46         60.18         69.01         71.19
      10125.00       -250.00          0.00         68.67         60.46         69.24         71.48
      10125.00       -125.00          0.00         68.79         60.62         69.38         71.65
      10125.00          0.00          0.00         68.83         60.68         69.42         71.71
      10125.00        125.00          0.00         68.79         60.62         69.38         71.65
      10125.00        250.00          0.00         68.67         60.46         69.24         71.48
      10125.00        375.00          0.00         68.46         60.18         69.01         71.19
      10125.00        500.00          0.00         68.17         59.79         68.69         70.79
      10125.00        625.00          0.00         67.75         59.26         68.20         70.18
      10125.00        750.00          0.00         67.24         58.61         67.59         69.42
      10125.00        875.00          0.00         66.67         57.90         66.91         68.58
      10125.00       1000.00          0.00         66.01         57.07         66.13         67.62
      10125.00       1125.00          0.00         65.31         56.19         65.32         66.61
      10125.00       1250.00          0.00         64.61         55.31         64.50         65.59
      10125.00       1375.00          0.00         63.91         54.43         63.69         64.58
      10125.00       1500.00          0.00         63.22         53.56         62.88         63.59
      10125.00       1625.00          0.00         62.51         52.68         62.05         62.60
      10125.00       1750.00          0.00         61.79         51.78         61.17         61.61
      10125.00       1875.00          0.00         61.08         50.91         60.32         60.65
      10125.00       2000.00          0.00         60.39         50.06         59.50         59.72
      10125.00       2125.00          0.00         59.72         49.23         58.69         58.82
      10125.00       2250.00          0.00         59.07         48.43         57.92         57.94
      10125.00       2375.00          0.00         58.44         47.66         57.16         57.09
      10125.00       2500.00          0.00         57.83         46.91         56.43         56.27
      10125.00       2625.00          0.00         57.23         46.18         55.72         55.47
      10125.00       2750.00          0.00         56.65         45.47         55.03         54.70
      10125.00       2875.00          0.00         56.07         44.77         54.32         53.91
      10125.00       3000.00          0.00         55.47         44.06         53.52         53.03
      10250.00      -3000.00          0.00         55.47         44.06         53.53         53.03
      10250.00      -2875.00          0.00         56.07         44.77         54.32         53.91
      10250.00      -2750.00          0.00         56.65         45.47         55.03         54.70
      10250.00      -2625.00          0.00         57.23         46.18         55.72         55.47
      10250.00      -2500.00          0.00         57.83         46.91         56.43         56.27
      10250.00      -2375.00          0.00         58.44         47.66         57.16         57.09
      10250.00      -2250.00          0.00         59.07         48.43         57.91         57.94
      10250.00      -2125.00          0.00         59.72         49.23         58.69         58.81
      10250.00      -2000.00          0.00         60.38         50.06         59.49         59.72
      10250.00      -1875.00          0.00         61.07         50.90         60.31         60.65
      10250.00      -1750.00          0.00         61.78         51.78         61.16         61.61
      10250.00      -1625.00          0.00         62.50         52.68         62.03         62.60
      10250.00      -1500.00          0.00         63.20         53.55         62.87         63.58
      10250.00      -1375.00          0.00         63.89         54.42         63.67         64.58
      10250.00      -1250.00          0.00         64.59         55.30         64.48         65.58
      10250.00      -1125.00          0.00         65.29         56.18         65.29         66.60
      10250.00      -1000.00          0.00         65.98         57.06         66.10         67.61
      10250.00       -875.00          0.00         66.64         57.88         66.87         68.56
