          x[m]          y[m]          z[m]      SEL[dBA]    LAmax[dBA]   EPNL[EPNdB]  PNLTM[TPNdB]
       3375.00       1500.00          0.00         62.66         53.77         62.70         64.19
       3375.00       1625.00          0.00         61.64         52.51         61.53         62.77
       3375.00       1750.00          0.00         60.68         51.33         60.42         61.42
       3375.00       1875.00          0.00         59.77         50.20         59.37         60.15
       3375.00       2000.00          0.00         58.83         49.05         58.25         58.89
       3375.00       2125.00          0.00         57.95         47.96         57.20         57.71
       3375.00       2250.00          0.00         57.10         46.92         56.20         56.58
       3375.00       2375.00          0.00         56.30         45.94         55.25         55.50
       3375.00       2500.00          0.00         55.54         44.99         54.34         54.47
       3375.00       2625.00          0.00         54.81         44.09         53.47         53.49
       3375.00       2750.00          0.00         54.12         43.23         52.64         52.55
       3375.00       2875.00          0.00         53.45         42.40         51.85         51.65
       3375.00       3000.00          0.00         52.81         41.60         51.08         50.79
       3500.00      -3000.00          0.00         52.92         41.72         51.20         50.90
       3500.00      -2875.00          0.00         53.56         42.51         51.96         51.76
       3500.00      -2750.00          0.00         54.23         43.34         52.75         52.66
       3500.00      -2625.00          0.00         54.92         44.20         53.58         53.60
       3500.00      -2500.00          0.00         55.65         45.10         54.44         54.58
       3500.00      -2375.00          0.00         56.41         46.04         55.35         55.60
       3500.00      -2250.00          0.00         57.21         47.02         56.30         56.67
       3500.00      -2125.00          0.00         58.04         48.06         57.29         57.80
       3500.00      -2000.00          0.00         58.93         49.14         58.34         58.98
       3500.00      -1875.00          0.00         59.85         50.29         59.45         60.23
       3500.00      -1750.00          0.00         60.76         51.41         60.49         61.50
       3500.00      -1625.00          0.00         61.71         52.58         61.59         62.83
       3500.00      -1500.00          0.00         62.72         53.83         62.75         64.25
       3500.00      -1375.00          0.00         63.80         55.16         63.99         65.76
       3500.00      -1250.00          0.00         64.94         56.57         65.30         67.36
       3500.00      -1125.00          0.00         66.15         58.07         66.69         69.07
       3500.00      -1000.00          0.00         67.32         59.56         67.94         70.58
       3500.00       -875.00          0.00         68.57         61.16         69.28         72.21
       3500.00       -750.00          0.00         69.93         62.89         70.73         73.98
       3500.00       -625.00          0.00         71.36         64.74         72.27         75.85
       3500.00       -500.00          0.00         72.85         66.66         73.86         77.81
       3500.00       -375.00          0.00         74.26         68.49         75.39         79.68
       3500.00       -250.00          0.00         75.28         69.79         76.51         81.05
       3500.00       -125.00          0.00         75.90         70.63         77.21         81.94
       3500.00          0.00          0.00         76.10         70.91         77.44         82.24
       3500.00        125.00          0.00         75.90         70.63         77.21         81.94
       3500.00        250.00          0.00         75.28         69.79         76.51         81.05
       3500.00        375.00          0.00         74.26         68.49         75.39         79.68
       3500.00        500.00          0.00         72.85         66.66         73.86         77.81
       3500.00        625.00          0.00         71.36         64.74         72.27         75.85
       3500.00        750.00          0.00         69.93         62.89         70.73         73.98
       3500.00        875.00          0.00         68.57         61.16         69.28         72.21
       3500.00       1000.00          0.00         67.32         59.56         67.94         70.58
       3500.00       1125.00          0.00         66.15         58.07         66.69         69.07
       3500.00       1250.00          0.00         64.94         56.57         65.30         67.36
       3500.00       1375.00          0.00         63.80         55.16         63.99         65.76
       3500.00       1500.00          0.00         62.72         53.83         62.75         64.25
       3500.00       1625.00          0.00         61.71         52.58         61.59         62.83
       3500.00       1750.00          0.00         60.76         51.41         60.49         61.50
       3500.00       1875.00          0.00         59.85         50.29         59.45         60.23
       3500.00       2000.00          0.00         58.93         49.14         58.34         58.98
       3500.00       2125.00          0.00         58.04         48.06         57.29         57.80
       3500.00       2250.00          0.00         57.21         47.02         56.30         56.67
       3500.00       2375.00          0.00         56.41         46.04         55.35         55.60
       3500.00       2500.00          0.00         55.65         45.10         54.44         54.58
       3500.00       2625.00          0.00         54.92         44.20         53.58         53.60
       3500.00       2750.00          0.00         54.23         43.34         52.75         52.66
       3500.00       2875.00          0.00         53.56         42.51         51.96         51.76
       3500.00       3000.00          0.00         52.92         41.72         51.20         50.90
       3625.00      -3000.00          0.00         53.03         41.83         51.31         51.01
       3625.00      -2875.00          0.00         53.67         42.62         52.07         51.87
       3625.00      -2750.00          0.00         54.34         43.44         52.86         52.77
       3625.00      -2625.00          0.00         55.03         44.30         53.68         53.70
       3625.00      -2500.00          0.00         55.75         45.20         54.54         54.68
       3625.00      -2375.00          0.00         56.51         46.14         55.45         55.70
       3625.00      -2250.00          0.00         57.31         47.12         56.39         56.77
       3625.00      -2125.00          0.00         58.14         48.15         57.38         57.89
       3625.00      -2000.00          0.00         59.01         49.23         58.42         59.06
       3625.00      -1875.00          0.00         59.94         50.36         59.52         60.30
       3625.00      -1750.00          0.00         60.84         51.48         60.57         61.56
       3625.00      -1625.00          0.00         61.78         52.65         61.65         62.89
       3625.00      -1500.00          0.00         62.78         53.89         62.80         64.30
       3625.00      -1375.00          0.00         63.84         55.20         64.02         65.79
       3625.00      -1250.00          0.00         64.97         56.60         65.32         67.39
       3625.00      -1125.00          0.00         66.17         58.09         66.70         69.09
       3625.00      -1000.00          0.00         67.32         59.56         67.93         70.58
       3625.00       -875.00          0.00         68.55         61.14         69.25         72.19
       3625.00       -750.00          0.00         69.87         62.85         70.66         73.93
       3625.00       -625.00          0.00         71.27         64.66         72.17         75.77
       3625.00       -500.00          0.00         72.71         66.53         73.71         77.67
       3625.00       -375.00          0.00         74.08         68.30         75.19         79.49
       3625.00       -250.00          0.00         75.05         69.54         76.26         80.79
       3625.00       -125.00          0.00         75.67         70.33         76.95         81.63
       3625.00          0.00          0.00         75.87         70.59         77.19         81.91
       3625.00        125.00          0.00         75.67         70.33         76.95         81.63
       3625.00        250.00          0.00         75.05         69.54         76.26         80.79
       3625.00        375.00          0.00         74.08         68.30         75.19         79.49
       3625.00        500.00          0.00         72.71         66.53         73.71         77.67
       3625.00        625.00          0.00         71.27         64.66         72.17         75.77
       3625.00        750.00          0.00         69.87         62.85         70.66         73.93
       3625.00        875.00          0.00         68.55         61.14         69.25         72.19
       3625.00       1000.00          0.00         67.32         59.56         67.93         70.58
       3625.00       1125.00          0.00         66.17         58.09         66.70         69.09
       3625.00       1250.00          0.00         64.97         56.60         65.32         67.39
       3625.00       1375.00          0.00         63.84         55.20         64.02         65.79
       3625.00       1500.00          0.00         62.78         53.89         62.80         64.30
       3625.00       1625.00          0.00         61.78         52.65         61.65         62.89
       3625.00       1750.00          0.00         60.84         51.48         60.57         61.56
       3625.00       1875.00          0.00         59.94         50.36         59.52         60.30
       3625.00       2000.00          0.00         59.02         49.23         58.42         59.06
       3625.00       2125.00          0.00         58.14         48.15         57.38         57.89
       3625.00       2250.00          0.00         57.31         47.12         56.39         56.77
       3625.00       2375.00          0.00         56.51         46.14         55.45         55.70
       3625.00       2500.00          0.00         55.76         45.20         54.54         54.68
       3625.00       2625.00          0.00         55.03         44.30         53.68         53.70
       3625.00       2750.00          0.00         54.34         43.44         52.86         52.77
       3625.00       2875.00          0.00         53.67         42.62         52.07         51.87
       3625.00       3000.00          0.00         53.03         41.83         51.31         51.01
       3750.00      -3000.00          0.00         53.14         41.93         51.41         51.11
       3750.00      -2875.00          0.00         53.78         42.73         52.17         51.97
       3750.00      -2750.00          0.00         54.44         43.55         52.96         52.87
       3750.00      -2625.00          0.00         55.13         44.40         53.79         53.80
       3750.00      -2500.00          0.00         55.86         45.30         54.64         54.78
       3750.00      -2375.00          0.00         56.61         46.23         55.54         55.79
       3750.00      -2250.00          0.00         57.40         47.21         56.48         56.86
       3750.00      -2125.00          0.00         58.23         48.23         57.47         57.97
       3750.00      -2000.00          0.00         59.10         49.31         58.50         59.14
       3750.00      -1875.00          0.00         60.02         50.44         59.59         60.37
       3750.00      -1750.00          0.00         60.91         51.55         60.63         61.63
       3750.00      -1625.00          0.00         61.85         52.71         61.71         62.95
       3750.00      -1500.00          0.00         62.84         53.94         62.85         64.34
       3750.00      -1375.00          0.00         63.88         55.24         64.06         65.83
       3750.00      -1250.00          0.00         65.00         56.62         65.34         67.41
       3750.00      -1125.00          0.00         66.18         58.10         66.70         69.09
       3750.00      -1000.00          0.00         67.32         59.56         67.92         70.58
       3750.00       -875.00          0.00         68.52         61.12         69.22         72.17
       3750.00       -750.00          0.00         69.82         62.80         70.60         73.87
       3750.00       -625.00          0.00         71.18         64.57         72.07         75.68
       3750.00       -500.00          0.00         72.58         66.39         73.57         77.53
       3750.00       -375.00          0.00         73.90         68.11         75.00         79.29
       3750.00       -250.00          0.00         74.82         69.30         76.01         80.53
       3750.00       -125.00          0.00         75.39         70.04         76.65         81.33
       3750.00          0.00          0.00         75.58         70.29         76.87         81.59
       3750.00        125.00          0.00         75.39         70.04         76.65         81.33
       3750.00        250.00          0.00         74.82         69.30         76.01         80.53
       3750.00        375.00          0.00         73.90         68.11         75.00         79.29
       3750.00        500.00          0.00         72.58         66.39         73.57         77.53
       3750.00        625.00          0.00         71.18         64.57         72.07         75.68
       3750.00        750.00          0.00         69.82         62.80         70.60         73.87
       3750.00        875.00          0.00         68.52         61.12         69.22         72.17
       3750.00       1000.00          0.00         67.32         59.56         67.92         70.58
       3750.00       1125.00          0.00         66.18         58.10         66.70         69.09
       3750.00       1250.00          0.00         65.00         56.62         65.34         67.41
       3750.00       1375.00          0.00         63.88         55.24         64.06         65.83
       3750.00       1500.00          0.00         62.84         53.94         62.85         64.34
       3750.00       1625.00          0.00         61.85         52.71         61.71         62.95
       3750.00       1750.00          0.00         60.91         51.55         60.63         61.63
       3750.00       1875.00          0.00         60.02         50.44         59.59         60.37
       3750.00       2000.00          0.00         59.10         49.31         58.50         59.14
       3750.00       2125.00          0.00         58.23         48.23         57.47         57.97
       3750.00       2250.00          0.00         57.40         47.21         56.48         56.86
       3750.00       2375.00          0.00         56.61         46.23         55.54         55.79
       3750.00       2500.00          0.00         55.86         45.30         54.64         54.78
       3750.00       2625.00          0.00         55.14         44.40         53.78         53.80
       3750.00       2750.00          0.00         54.45         43.55         52.96         52.87
       3750.00       2875.00          0.00         53.78         42.73         52.17         51.97
       3750.00       3000.00          0.00         53.14         41.93         51.41         51.11
       3875.00      -3000.00          0.00         53.25         42.04         51.52         51.22
       3875.00      -2875.00          0.00         53.89         42.83         52.28         52.07
       3875.00      -2750.00          0.00         54.55         43.65         53.06         52.97
       3875.00      -2625.00          0.00         55.24         44.50         53.88         53.90
       3875.00      -2500.00          0.00         55.96         45.39         54.74         54.87
       3875.00      -2375.00          0.00         56.71         46.32         55.63         55.88
       3875.00      -2250.00          0.00         57.49         47.29         56.57         56.94
       3875.00      -2125.00          0.00         58.32         48.31         57.55         58.05
       3875.00      -2000.00          0.00         59.19         49.38         58.58         59.21
       3875.00      -1875.00          0.00         60.09         50.51         59.67         60.44
       3875.00      -1750.00          0.00         60.99         51.61         60.70         61.69
       3875.00      -1625.00          0.00         61.91         52.76         61.77         63.00
       3875.00      -1500.00          0.00         62.89         53.98         62.90         64.38
       3875.00      -1375.00          0.00         63.93         55.27         64.09         65.85
       3875.00      -1250.00          0.00         65.03         56.65         65.36         67.42
       3875.00      -1125.00          0.00         66.19         58.11         66.71         69.09
       3875.00      -1000.00          0.00         67.32         59.55         67.92         70.57
       3875.00       -875.00          0.00         68.51         61.09         69.19         72.14
       3875.00       -750.00          0.00         69.78         62.74         70.56         73.82
       3875.00       -625.00          0.00         71.11         64.48         71.99         75.59
       3875.00       -500.00          0.00         72.47         66.25         73.45         77.39
       3875.00       -375.00          0.00         73.72         67.90         74.81         79.07
       3875.00       -250.00          0.00         74.61         69.05         75.78         80.28
       3875.00       -125.00          0.00         75.14         69.76         76.38         81.03
       3875.00          0.00          0.00         75.31         69.99         76.58         81.28
       3875.00        125.00          0.00         75.14         69.76         76.38         81.03
       3875.00        250.00          0.00         74.61         69.05         75.78         80.28
       3875.00        375.00          0.00         73.72         67.90         74.81         79.07
       3875.00        500.00          0.00         72.47         66.25         73.45         77.39
       3875.00        625.00          0.00         71.11         64.48         71.99         75.59
       3875.00        750.00          0.00         69.78         62.74         70.56         73.82
       3875.00        875.00          0.00         68.51         61.09         69.19         72.14
       3875.00       1000.00          0.00         67.32         59.55         67.92         70.57
       3875.00       1125.00          0.00         66.19         58.11         66.71         69.09
       3875.00       1250.00          0.00         65.03         56.65         65.36         67.42
       3875.00       1375.00          0.00         63.93         55.27         64.09         65.85
       3875.00       1500.00          0.00         62.89         53.98         62.90         64.38
       3875.00       1625.00          0.00         61.91         52.76         61.77         63.00
       3875.00       1750.00          0.00         60.99         51.61         60.70         61.69
       3875.00       1875.00          0.00         60.10         50.51         59.67         60.44
       3875.00       2000.00          0.00         59.19         49.38         58.58         59.21
       3875.00       2125.00          0.00         58.32         48.31         57.55         58.05
       3875.00       2250.00          0.00         57.50         47.29         56.57         56.94
       3875.00       2375.00          0.00         56.71         46.32         55.63         55.88
       3875.00       2500.00          0.00         55.96         45.39         54.74         54.87
       3875.00       2625.00          0.00         55.24         44.50         53.88         53.90
       3875.00       2750.00          0.00         54.55         43.65         53.06         52.97
       3875.00       2875.00          0.00         53.89         42.83         52.28         52.07
       3875.00       3000.00          0.00         53.25         42.04         51.52         51.22
       4000.00      -3000.00          0.00         53.35         42.14         51.62         51.31
       4000.00      -2875.00          0.00         53.99         42.92         52.38         52.17
       4000.00      -2750.00          0.00         54.65         43.74         53.16         53.06
       4000.00      -2625.00          0.00         55.33         44.59         53.98         53.99
       4000.00      -2500.00          0.00         56.05         45.48         54.83         54.95
       4000.00      -2375.00          0.00         56.80         46.41         55.73         55.96
       4000.00      -2250.00          0.00         57.59         47.38         56.66         57.02
       4000.00      -2125.00          0.00         58.41         48.39         57.63         58.12
       4000.00      -2000.00          0.00         59.27         49.45         58.66         59.28
       4000.00      -1875.00          0.00         60.17         50.57         59.74         60.50
       4000.00      -1750.00          0.00         61.06         51.67         60.77         61.74
       4000.00      -1625.00          0.00         61.98         52.82         61.83         63.04
       4000.00      -1500.00          0.00         62.95         54.02         62.95         64.42
       4000.00      -1375.00          0.00         63.97         55.30         64.13         65.88
       4000.00      -1250.00          0.00         65.06         56.66         65.38         67.43
       4000.00      -1125.00          0.00         66.21         58.11         66.72         69.08
       4000.00      -1000.00          0.00         67.33         59.54         67.93         70.56
       4000.00       -875.00          0.00         68.50         61.06         69.18         72.11
       4000.00       -750.00          0.00         69.74         62.69         70.52         73.76
       4000.00       -625.00          0.00         71.05         64.39         71.92         75.49
       4000.00       -500.00          0.00         72.37         66.12         73.34         77.25
       4000.00       -375.00          0.00         73.57         67.69         74.64         78.86
       4000.00       -250.00          0.00         74.42         68.81         75.58         80.03
       4000.00       -125.00          0.00         74.92         69.49         76.14         80.74
       4000.00          0.00          0.00         75.08         69.71         76.32         80.98
       4000.00        125.00          0.00         74.92         69.49         76.14         80.74
       4000.00        250.00          0.00         74.42         68.81         75.58         80.03
       4000.00        375.00          0.00         73.57         67.69         74.64         78.86
       4000.00        500.00          0.00         72.37         66.12         73.34         77.25
       4000.00        625.00          0.00         71.05         64.39         71.92         75.49
       4000.00        750.00          0.00         69.74         62.69         70.52         73.76
       4000.00        875.00          0.00         68.50         61.06         69.18         72.11
       4000.00       1000.00          0.00         67.33         59.54         67.93         70.56
       4000.00       1125.00          0.00         66.21         58.11         66.72         69.08
       4000.00       1250.00          0.00         65.06         56.66         65.38         67.43
       4000.00       1375.00          0.00         63.97         55.30         64.13         65.88
       4000.00       1500.00          0.00         62.95         54.02         62.95         64.42
       4000.00       1625.00          0.00         61.98         52.82         61.83         63.04
       4000.00       1750.00          0.00         61.06         51.67         60.77         61.74
       4000.00       1875.00          0.00         60.17         50.57         59.74         60.50
       4000.00       2000.00          0.00         59.27         49.45         58.66         59.28
       4000.00       2125.00          0.00         58.41         48.39         57.63         58.12
       4000.00       2250.00          0.00         57.59         47.38         56.66         57.02
       4000.00       2375.00          0.00         56.80         46.41         55.73         55.96
       4000.00       2500.00          0.00         56.05         45.48         54.83         54.95
       4000.00       2625.00          0.00         55.34         44.59         53.98         53.99
       4000.00       2750.00          0.00         54.65         43.74         53.16         53.06
       4000.00       2875.00          0.00         53.99         42.92         52.38         52.17
       4000.00       3000.00          0.00         53.35         42.14         51.62         51.31
       4125.00      -3000.00          0.00         53.45         42.23         51.72         51.41
       4125.00      -2875.00          0.00         54.08         43.02         52.48         52.26
       4125.00      -2750.00          0.00         54.74         43.83         53.26         53.15
       4125.00      -2625.00          0.00         55.43         44.68         54.08         54.07
       4125.00      -2500.00          0.00         56.14         45.57         54.93         55.04
       4125.00      -2375.00          0.00         56.89         46.49         55.81         56.04
       4125.00      -2250.00          0.00         57.67         47.45         56.74         57.09
       4125.00      -2125.00          0.00         58.49         48.46         57.71         58.19
       4125.00      -2000.00          0.00         59.35         49.52         58.73         59.35
       4125.00      -1875.00          0.00         60.24         50.63         59.81         60.56
       4125.00      -1750.00          0.00         61.13         51.73         60.84         61.79
       4125.00      -1625.00          0.00         62.04         52.86         61.89         63.08
       4125.00      -1500.00          0.00         63.00         54.06         63.00         64.45
       4125.00      -1375.00          0.00         64.02         55.33         64.17         65.90
       4125.00      -1250.00          0.00         65.09         56.68         65.41         67.43
       4125.00      -1125.00          0.00         66.23         58.11         66.73         69.07
       4125.00      -1000.00          0.00         67.34         59.53         67.94         70.55
       4125.00       -875.00          0.00         68.49         61.03         69.17         72.07
       4125.00       -750.00          0.00         69.72         62.63         70.49         73.70
       4125.00       -625.00          0.00         70.99         64.29         71.86         75.39
       4125.00       -500.00          0.00         72.28         65.97         73.24         77.11
       4125.00       -375.00          0.00         73.43         67.48         74.48         78.64
       4125.00       -250.00          0.00         74.25         68.58         75.40         79.78
       4125.00       -125.00          0.00         74.73         69.22         75.93         80.46
       4125.00          0.00          0.00         74.88         69.43         76.10         80.68
       4125.00        125.00          0.00         74.73         69.22         75.93         80.46
       4125.00        250.00          0.00         74.25         68.58         75.40         79.78
       4125.00        375.00          0.00         73.43         67.48         74.48         78.64
       4125.00        500.00          0.00         72.28         65.97         73.24         77.11
       4125.00        625.00          0.00         70.99         64.29         71.86         75.39
       4125.00        750.00          0.00         69.72         62.63         70.49         73.70
       4125.00        875.00          0.00         68.49         61.03         69.17         72.07
       4125.00       1000.00          0.00         67.34         59.53         67.94         70.55
       4125.00       1125.00          0.00         66.23         58.11         66.73         69.07
       4125.00       1250.00          0.00         65.09         56.68         65.41         67.43
       4125.00       1375.00          0.00         64.02         55.33         64.17         65.90
       4125.00       1500.00          0.00         63.00         54.06         63.00         64.45
       4125.00       1625.00          0.00         62.04         52.86         61.89         63.08
       4125.00       1750.00          0.00         61.13         51.73         60.84         61.79
       4125.00       1875.00          0.00         60.24         50.63         59.81         60.56
       4125.00       2000.00          0.00         59.35         49.52         58.73         59.35
       4125.00       2125.00          0.00         58.49         48.46         57.71         58.19
       4125.00       2250.00          0.00         57.67         47.45         56.74         57.09
       4125.00       2375.00          0.00         56.89         46.49         55.81         56.04
       4125.00       2500.00          0.00         56.15         45.57         54.93         55.04
       4125.00       2625.00          0.00         55.43         44.68         54.07         54.07
       4125.00       2750.00          0.00         54.74         43.83         53.26         53.15
       4125.00       2875.00          0.00         54.09         43.02         52.48         52.26
       4125.00       3000.00          0.00         53.45         42.23         51.72         51.41
       4250.00      -3000.00          0.00         53.54         42.34         51.82         51.50
       4250.00      -2875.00          0.00         54.18         43.11         52.57         52.35
       4250.00      -2750.00          0.00         54.84         43.92         53.35         53.23
       4250.00      -2625.00          0.00         55.52         44.76         54.17         54.16
       4250.00      -2500.00          0.00         56.23         45.65         55.01         55.12
       4250.00      -2375.00          0.00         56.98         46.57         55.90         56.12
       4250.00      -2250.00          0.00         57.76         47.53         56.82         57.16
       4250.00      -2125.00          0.00         58.57         48.53         57.79         58.26
       4250.00      -2000.00          0.00         59.42         49.58         58.81         59.40
       4250.00      -1875.00          0.00         60.32         50.68         59.87         60.61
       4250.00      -1750.00          0.00         61.20         51.78         60.90         61.84
       4250.00      -1625.00          0.00         62.10         52.90         61.95         63.12
       4250.00      -1500.00          0.00         63.06         54.09         63.05         64.48
       4250.00      -1375.00          0.00         64.07         55.35         64.21         65.91
       4250.00      -1250.00          0.00         65.13         56.69         65.44         67.43
       4250.00      -1125.00          0.00         66.26         58.10         66.75         69.05
       4250.00      -1000.00          0.00         67.36         59.52         67.95         70.53
       4250.00       -875.00          0.00         68.50         60.99         69.17         72.03
       4250.00       -750.00          0.00         69.70         62.56         70.46         73.63
       4250.00       -625.00          0.00         70.95         64.20         71.80         75.29
       4250.00       -500.00          0.00         72.20         65.83         73.15         76.96
       4250.00       -375.00          0.00         73.30         67.28         74.34         78.43
       4250.00       -250.00          0.00         74.11         68.35         75.24         79.54
       4250.00       -125.00          0.00         74.56         68.95         75.74         80.18
       4250.00          0.00          0.00         74.71         69.15         75.91         80.40
       4250.00        125.00          0.00         74.56         68.95         75.74         80.18
       4250.00        250.00          0.00         74.11         68.35         75.24         79.54
       4250.00        375.00          0.00         73.30         67.28         74.34         78.43
       4250.00        500.00          0.00         72.20         65.83         73.15         76.96
       4250.00        625.00          0.00         70.95         64.20         71.80         75.29
       4250.00        750.00          0.00         69.70         62.56         70.46         73.63
       4250.00        875.00          0.00         68.50         60.99         69.17         72.03
       4250.00       1000.00          0.00         67.36         59.52         67.95         70.53
       4250.00       1125.00          0.00         66.26         58.10         66.75         69.05
       4250.00       1250.00          0.00         65.13         56.69         65.44         67.43
       4250.00       1375.00          0.00         64.07         55.35         64.21         65.91
       4250.00       1500.00          0.00         63.06         54.09         63.05         64.48
       4250.00       1625.00          0.00         62.10         52.90         61.95         63.12
       4250.00       1750.00          0.00         61.20         51.78         60.90         61.84
       4250.00       1875.00          0.00         60.32         50.68         59.87         60.61
       4250.00       2000.00          0.00         59.42         49.58         58.81         59.40
       4250.00       2125.00          0.00         58.57         48.53         57.79         58.26
       4250.00       2250.00          0.00         57.76         47.53         56.82         57.16
       4250.00       2375.00          0.00         56.98         46.57         55.90         56.12
       4250.00       2500.00          0.00         56.24         45.65         55.01         55.12
       4250.00       2625.00          0.00         55.52         44.76         54.17         54.16
       4250.00       2750.00          0.00         54.84         43.92         53.35         53.23
       4250.00       2875.00          0.00         54.18         43.11         52.57         52.35
       4250.00       3000.00          0.00         53.54         42.34         51.81         51.50
       4375.00      -3000.00          0.00         53.63         42.49         51.90         51.58
       4375.00      -2875.00          0.00         54.27         43.26         52.66         52.47
       4375.00      -2750.00          0.00         54.93         44.04         53.44         53.32
       4375.00      -2625.00          0.00         55.61         44.85         54.25         54.23
       4375.00      -2500.00          0.00         56.32         45.72         55.10         55.19
       4375.00      -2375.00          0.00         57.06         46.64         55.98         56.19
       4375.00      -2250.00          0.00         57.84         47.59         56.90         57.23
       4375.00      -2125.00          0.00         58.65         48.59         57.87         58.32
       4375.00      -2000.00          0.00         59.49         49.64         58.88         59.46
       4375.00      -1875.00          0.00         60.38         50.74         59.94         60.66
       4375.00      -1750.00          0.00         61.26         51.82         60.96         61.88
       4375.00      -1625.00          0.00         62.16         52.94         62.00         63.15
       4375.00      -1500.00          0.00         63.11         54.12         63.10         64.50
       4375.00      -1375.00          0.00         64.11         55.37         64.25         65.92
       4375.00      -1250.00          0.00         65.17         56.69         65.47         67.43
       4375.00      -1125.00          0.00         66.28         58.09         66.77         69.03
       4375.00      -1000.00          0.00         67.38         59.50         67.97         70.51
       4375.00       -875.00          0.00         68.51         60.95         69.17         71.99
       4375.00       -750.00          0.00         69.69         62.50         70.44         73.57
       4375.00       -625.00          0.00         70.92         64.10         71.76         75.19
       4375.00       -500.00          0.00         72.14         65.69         73.07         76.81
       4375.00       -375.00          0.00         73.19         67.07         74.22         78.22
       4375.00       -250.00          0.00         73.98         68.12         75.09         79.30
       4375.00       -125.00          0.00         74.42         68.70         75.58         79.92
       4375.00          0.00          0.00         74.56         68.89         75.74         80.12
       4375.00        125.00          0.00         74.42         68.70         75.58         79.92
       4375.00        250.00          0.00         73.98         68.12         75.09         79.30
       4375.00        375.00          0.00         73.19         67.07         74.22         78.22
       4375.00        500.00          0.00         72.14         65.69         73.07         76.81
       4375.00        625.00          0.00         70.92         64.10         71.76         75.19
       4375.00        750.00          0.00         69.69         62.50         70.44         73.57
       4375.00        875.00          0.00         68.51         60.95         69.17         71.99
       4375.00       1000.00          0.00         67.38         59.50         67.97         70.51
       4375.00       1125.00          0.00         66.28         58.09         66.77         69.03
       4375.00       1250.00          0.00         65.17         56.69         65.47         67.43
       4375.00       1375.00          0.00         64.11         55.37         64.25         65.92
       4375.00       1500.00          0.00         63.11         54.12         63.10         64.50
       4375.00       1625.00          0.00         62.16         52.94         62.00         63.15
       4375.00       1750.00          0.00         61.26         51.82         60.96         61.88
       4375.00       1875.00          0.00         60.38         50.74         59.94         60.66
       4375.00       2000.00          0.00         59.50         49.64         58.88         59.46
       4375.00       2125.00          0.00         58.65         48.59         57.86         58.32
       4375.00       2250.00          0.00         57.84         47.59         56.90         57.23
       4375.00       2375.00          0.00         57.06         46.64         55.98         56.19
       4375.00       2500.00          0.00         56.32         45.72         55.10         55.19
       4375.00       2625.00          0.00         55.61         44.85         54.25         54.23
       4375.00       2750.00          0.00         54.93         44.04         53.44         53.32
       4375.00       2875.00          0.00         54.27         43.26         52.66         52.47
       4375.00       3000.00          0.00         53.63         42.49         51.90         51.58
       4500.00      -3000.00          0.00         53.72         42.61         51.99         51.73
       4500.00      -2875.00          0.00         54.36         43.39         52.75         52.61
       4500.00      -2750.00          0.00         55.01         44.17         53.53         53.46
       4500.00      -2625.00          0.00         55.69         44.98         54.33         54.34
       4500.00      -2500.00          0.00         56.40         45.82         55.18         55.26
       4500.00      -2375.00          0.00         57.14         46.71         56.06         56.26
       4500.00      -2250.00          0.00         57.91         47.66         56.97         57.29
       4500.00      -2125.00          0.00         58.72         48.65         57.93         58.38
       4500.00      -2000.00          0.00         59.56         49.69         58.94         59.51
       4500.00      -1875.00          0.00         60.45         50.78         60.00         60.70
       4500.00      -1750.00          0.00         61.33         51.87         61.02         61.92
       4500.00      -1625.00          0.00         62.22         52.98         62.06         63.18
       4500.00      -1500.00          0.00         63.16         54.15         63.14         64.52
       4500.00      -1375.00          0.00         64.15         55.39         64.29         65.93
       4500.00      -1250.00          0.00         65.20         56.69         65.50         67.42
       4500.00      -1125.00          0.00         66.31         58.08         66.78         69.01
       4500.00      -1000.00          0.00         67.40         59.47         67.99         70.49
       4500.00       -875.00          0.00         68.51         60.91         69.17         71.95
       4500.00       -750.00          0.00         69.68         62.43         70.43         73.49
       4500.00       -625.00          0.00         70.89         63.99         71.72         75.09
       4500.00       -500.00          0.00         72.07         65.54         73.00         76.67
       4500.00       -375.00          0.00         73.08         66.86         74.10         78.01
       4500.00       -250.00          0.00         73.84         67.88         74.93         79.06
       4500.00       -125.00          0.00         74.26         68.45         75.41         79.65
       4500.00          0.00          0.00         74.39         68.63         75.56         79.85
       4500.00        125.00          0.00         74.26         68.45         75.41         79.65
       4500.00        250.00          0.00         73.84         67.88         74.93         79.06
       4500.00        375.00          0.00         73.08         66.86         74.10         78.01
       4500.00        500.00          0.00         72.07         65.54         73.00         76.67
       4500.00        625.00          0.00         70.89         63.99         71.72         75.09
       4500.00        750.00          0.00         69.68         62.43         70.43         73.49
       4500.00        875.00          0.00         68.51         60.91         69.17         71.95
       4500.00       1000.00          0.00         67.40         59.47         67.99         70.49
       4500.00       1125.00          0.00         66.31         58.08         66.78         69.01
       4500.00       1250.00          0.00         65.20         56.69         65.50         67.42
       4500.00       1375.00          0.00         64.15         55.39         64.29         65.93
       4500.00       1500.00          0.00         63.16         54.15         63.14         64.52
       4500.00       1625.00          0.00         62.22         52.98         62.05         63.18
       4500.00       1750.00          0.00         61.33         51.87         61.02         61.92
       4500.00       1875.00          0.00         60.45         50.78         59.99         60.70
       4500.00       2000.00          0.00         59.56         49.69         58.94         59.51
       4500.00       2125.00          0.00         58.72         48.65         57.93         58.38
