          x[m]          y[m]          z[m]      SEL[dBA]    LAmax[dBA]   EPNL[EPNdB]  PNLTM[TPNdB]
     108312.00     477220.00          0.00         51.36         74.20         52.84         85.69
     108312.00     477345.00          0.00         53.81         76.60         55.58         88.34
     108312.00     477470.00          0.00         54.67         77.32         56.65         89.24
     108312.00     477595.00          0.00         53.68         76.24         55.44         87.91
     108312.00     477720.00          0.00         51.02         73.59         52.51         85.05
     108312.00     477845.00          0.00         47.88         70.51         49.23         81.83
     108312.00     477970.00          0.00         45.00         67.67         46.23         78.88
     108312.00     478095.00          0.00         42.34         65.00         43.48         76.14
     108312.00     478220.00          0.00         39.85         62.53         40.94         73.64
     108312.00     478345.00          0.00         37.61         60.32         38.66         71.39
     108312.00     478470.00          0.00         35.64         58.36         36.64         69.40
     108312.00     478595.00          0.00         33.86         56.59         34.83         67.60
     108312.00     478720.00          0.00         32.20         54.91         33.07         65.78
     108312.00     478845.00          0.00         30.59         53.31         31.25         63.97
     108312.00     478970.00          0.00         29.10         51.83         29.57         62.30
     108312.00     479095.00          0.00         27.72         50.46         28.02         60.75
     108312.00     479220.00          0.00         26.44         49.18         26.57         59.31
     108312.00     479345.00          0.00         25.24         47.99         25.22         57.96
     108312.00     479470.00          0.00         24.07         46.80         23.92         56.66
     108312.00     479595.00          0.00         22.94         45.67         22.67         55.43
     108312.00     479720.00          0.00         21.87         44.60         21.50         54.27
     108312.00     479845.00          0.00         20.86         43.59         20.39         53.17
     108312.00     479970.00          0.00         19.90         42.64         19.33         52.13
     108312.00     480095.00          0.00         18.99         41.73         18.33         51.14
     108312.00     480220.00          0.00         18.12         40.87         17.38         50.20
     108312.00     480345.00          0.00         17.30         40.05         16.47         49.31
     108312.00     480470.00          0.00         16.51         39.26         15.60         48.45
     108312.00     480595.00          0.00         15.74         38.48         14.72         47.50
     108312.00     480720.00          0.00         14.97         37.71         13.77         46.56
     108312.00     480845.00          0.00         14.23         36.98         12.85         45.66
     108312.00     480970.00          0.00         13.53         36.28         11.97         44.79
     108312.00     481095.00          0.00         12.84         35.60         11.12         43.95
     108312.00     481220.00          0.00         12.19         34.95         10.31         43.15
     108312.00     481345.00          0.00         11.55         34.32          9.52         42.37
     108312.00     481470.00          0.00         10.94         33.71          8.75         41.62
     108312.00     481595.00          0.00         10.35         33.12          8.02         40.89
     108312.00     481720.00          0.00          9.78         32.55          7.30         40.18
     108312.00     481845.00          0.00          9.22         32.00          6.61         39.50
     108312.00     481970.00          0.00          8.68         31.47          5.94         38.84
     108312.00     482095.00          0.00          8.16         30.95          5.29         38.20
     108312.00     482220.00          0.00          7.66         30.44          4.65         37.57
     108312.00     482345.00          0.00          7.16         29.95          4.04         36.94
     108312.00     482470.00          0.00          6.67         29.43          3.38         36.21
     108312.00     482595.00          0.00          6.16         28.92          2.67         35.50
     108312.00     482720.00          0.00          5.66         28.42          1.97         34.81
     108312.00     482845.00          0.00          5.17         27.94          1.29         34.13
     108312.00     482970.00          0.00          4.70         27.47          0.63         33.47
     108312.00     483095.00          0.00          4.23         27.01          0.00         32.83
     108312.00     483220.00          0.00          3.78         26.56          0.00         32.20
     108312.00     483345.00          0.00          3.34         26.12          0.00         31.58
     108312.00     483470.00          0.00          2.91         25.69          0.00         30.98
     108312.00     483595.00          0.00          2.49         25.27          0.00         30.39
     108312.00     483720.00          0.00          2.08         24.86          0.00         29.82
     108312.00     483845.00          0.00          1.67         24.46          0.00         29.26
     108312.00     483970.00          0.00          1.28         24.07          0.00         28.70
     108312.00     484095.00          0.00          0.89         23.68          0.00         28.16
     108312.00     484220.00          0.00          0.51         23.31          0.00         27.63
     108312.00     484345.00          0.00          0.14         22.94          0.00         27.11
     108312.00     484470.00          0.00          0.00         22.58          0.00         26.60
     108312.00     484595.00          0.00          0.00         22.22          0.00         26.10
     108312.00     484720.00          0.00          0.00         21.87          0.00         25.61
     108312.00     484845.00          0.00          0.00         21.53          0.00         25.13
     108312.00     484970.00          0.00          0.00         21.19          0.00         24.66
     108312.00     485095.00          0.00          0.00         20.87          0.00         24.19
     108312.00     485220.00          0.00          0.00         20.54          0.00         23.73
     108312.00     485345.00          0.00          0.00         20.22          0.00         23.28
     108312.00     485470.00          0.00          0.00         19.91          0.00         22.84
     108437.00     475470.00          0.00         24.31         47.03         24.18         56.91
     108437.00     475595.00          0.00         25.47         48.22         25.48         58.22
     108437.00     475720.00          0.00         26.69         49.43         26.85         59.58
     108437.00     475845.00          0.00         27.99         50.72         28.32         61.04
     108437.00     475970.00          0.00         29.38         52.11         29.89         62.61
     108437.00     476095.00          0.00         30.89         53.61         31.60         64.31
     108437.00     476220.00          0.00         32.53         55.24         33.45         66.15
     108437.00     476345.00          0.00         34.20         56.92         35.17         67.94
     108437.00     476470.00          0.00         36.01         58.72         37.02         69.76
     108437.00     476595.00          0.00         38.03         60.72         39.08         71.80
     108437.00     476720.00          0.00         40.30         62.98         41.40         74.09
     108437.00     476845.00          0.00         42.84         65.49         43.99         76.64
     108437.00     476970.00          0.00         45.51         68.16         46.75         79.39
     108437.00     477095.00          0.00         48.43         71.03         49.80         82.38
     108437.00     477220.00          0.00         51.53         74.08         53.04         85.55
     108437.00     477345.00          0.00         53.89         76.45         55.70         88.16
     108437.00     477470.00          0.00         54.50         77.17         56.44         89.04
     108437.00     477595.00          0.00         53.29         76.09         54.94         87.72
     108437.00     477720.00          0.00         50.62         73.46         52.06         84.91
     108437.00     477845.00          0.00         47.57         70.42         48.89         81.74
     108437.00     477970.00          0.00         44.77         67.61         45.98         78.82
     108437.00     478095.00          0.00         42.12         64.95         43.26         76.09
     108437.00     478220.00          0.00         39.67         62.50         40.77         73.60
     108437.00     478345.00          0.00         37.47         60.29         38.53         71.36
     108437.00     478470.00          0.00         35.52         58.34         36.55         69.38
     108437.00     478595.00          0.00         33.76         56.58         34.76         67.59
     108437.00     478720.00          0.00         32.09         54.89         32.96         65.76
     108437.00     478845.00          0.00         30.49         53.29         31.15         63.95
     108437.00     478970.00          0.00         29.01         51.82         29.48         62.28
     108437.00     479095.00          0.00         27.65         50.45         27.94         60.74
     108437.00     479220.00          0.00         26.37         49.17         26.50         59.30
     108437.00     479345.00          0.00         25.18         47.98         25.15         57.95
     108437.00     479470.00          0.00         24.01         46.79         23.86         56.65
     108437.00     479595.00          0.00         22.88         45.66         22.62         55.42
     108437.00     479720.00          0.00         21.81         44.60         21.45         54.26
     108437.00     479845.00          0.00         20.80         43.59         20.35         53.16
     108437.00     479970.00          0.00         19.85         42.64         19.30         52.13
     108437.00     480095.00          0.00         18.94         41.73         18.31         51.14
     108437.00     480220.00          0.00         18.08         40.87         17.36         50.20
     108437.00     480345.00          0.00         17.26         40.05         16.46         49.30
     108437.00     480470.00          0.00         16.47         39.26         15.60         48.45
     108437.00     480595.00          0.00         15.70         38.47         14.69         47.50
     108437.00     480720.00          0.00         14.93         37.71         13.74         46.56
     108437.00     480845.00          0.00         14.20         36.98         12.83         45.66
     108437.00     480970.00          0.00         13.49         36.27         11.96         44.79
     108437.00     481095.00          0.00         12.81         35.60         11.11         43.95
     108437.00     481220.00          0.00         12.16         34.94         10.30         43.14
     108437.00     481345.00          0.00         11.53         34.31          9.51         42.37
     108437.00     481470.00          0.00         10.92         33.71          8.75         41.61
     108437.00     481595.00          0.00         10.33         33.12          8.02         40.89
     108437.00     481720.00          0.00          9.75         32.55          7.31         40.18
     108437.00     481845.00          0.00          9.20         32.00          6.62         39.50
     108437.00     481970.00          0.00          8.67         31.46          5.95         38.84
     108437.00     482095.00          0.00          8.15         30.95          5.30         38.19
     108437.00     482220.00          0.00          7.64         30.44          4.67         37.57
     108437.00     482345.00          0.00          7.15         29.95          4.05         36.94
     108437.00     482470.00          0.00          6.64         29.42          3.38         36.21
     108437.00     482595.00          0.00          6.13         28.92          2.66         35.50
     108437.00     482720.00          0.00          5.64         28.42          1.96         34.81
     108437.00     482845.00          0.00          5.15         27.94          1.29         34.13
     108437.00     482970.00          0.00          4.68         27.46          0.62         33.47
     108437.00     483095.00          0.00          4.22         27.00          0.00         32.83
     108437.00     483220.00          0.00          3.77         26.56          0.00         32.20
     108437.00     483345.00          0.00          3.32         26.12          0.00         31.58
     108437.00     483470.00          0.00          2.89         25.69          0.00         30.98
     108437.00     483595.00          0.00          2.47         25.27          0.00         30.39
     108437.00     483720.00          0.00          2.06         24.86          0.00         29.82
     108437.00     483845.00          0.00          1.66         24.46          0.00         29.25
     108437.00     483970.00          0.00          1.27         24.07          0.00         28.70
     108437.00     484095.00          0.00          0.88         23.68          0.00         28.16
     108437.00     484220.00          0.00          0.50         23.31          0.00         27.63
     108437.00     484345.00          0.00          0.13         22.94          0.00         27.11
     108437.00     484470.00          0.00          0.00         22.58          0.00         26.60
     108437.00     484595.00          0.00          0.00         22.22          0.00         26.10
     108437.00     484720.00          0.00          0.00         21.87          0.00         25.61
     108437.00     484845.00          0.00          0.00         21.53          0.00         25.13
     108437.00     484970.00          0.00          0.00         21.19          0.00         24.65
     108437.00     485095.00          0.00          0.00         20.86          0.00         24.19
     108437.00     485220.00          0.00          0.00         20.54          0.00         23.73
     108437.00     485345.00          0.00          0.00         20.22          0.00         23.28
     108437.00     485470.00          0.00          0.00         19.91          0.00         22.84
     108562.00     475470.00          0.00         24.31         46.95         24.17         56.82
     108562.00     475595.00          0.00         25.46         48.14         25.46         58.13
     108562.00     475720.00          0.00         26.67         49.33         26.83         59.47
     108562.00     475845.00          0.00         27.97         50.61         28.29         60.92
     108562.00     475970.00          0.00         29.36         51.98         29.86         62.47
     108562.00     476095.00          0.00         30.87         53.45         31.56         64.14
     108562.00     476220.00          0.00         32.49         55.05         33.37         65.94
     108562.00     476345.00          0.00         34.13         56.72         35.05         67.73
     108562.00     476470.00          0.00         35.92         58.47         36.89         69.51
     108562.00     476595.00          0.00         37.91         60.40         38.92         71.47
     108562.00     476720.00          0.00         40.15         62.55         41.22         73.66
     108562.00     476845.00          0.00         42.64         64.92         43.78         76.07
     108562.00     476970.00          0.00         45.20         67.45         46.46         78.65
     108562.00     477095.00          0.00         48.00         69.99         49.40         81.30
     108562.00     477220.00          0.00         50.90         72.55         52.47         83.96
     108562.00     477345.00          0.00         53.17         74.59         55.06         86.09
     108562.00     477470.00          0.00         53.67         75.27         55.60         86.80
     108562.00     477595.00          0.00         52.18         74.26         53.76         85.74
     108562.00     477720.00          0.00         49.54         72.04         50.97         83.43
     108562.00     477845.00          0.00         46.75         69.46         48.05         80.74
     108562.00     477970.00          0.00         44.15         66.94         45.34         78.13
     108562.00     478095.00          0.00         41.60         64.42         42.73         75.55
     108562.00     478220.00          0.00         39.25         62.09         40.35         73.19
     108562.00     478345.00          0.00         37.13         59.98         38.19         71.04
     108562.00     478470.00          0.00         35.25         58.09         36.28         69.13
     108562.00     478595.00          0.00         33.53         56.38         34.53         67.38
     108562.00     478720.00          0.00         31.87         54.71         32.72         65.56
     108562.00     478845.00          0.00         30.30         53.14         30.94         63.78
     108562.00     478970.00          0.00         28.85         51.69         29.30         62.14
     108562.00     479095.00          0.00         27.50         50.34         27.78         60.61
     108562.00     479220.00          0.00         26.24         49.08         26.35         59.19
     108562.00     479345.00          0.00         25.07         47.90         25.03         57.86
     108562.00     479470.00          0.00         23.89         46.71         23.73         56.56
     108562.00     479595.00          0.00         22.77         45.59         22.51         55.34
     108562.00     479720.00          0.00         21.71         44.53         21.36         54.19
     108562.00     479845.00          0.00         20.71         43.53         20.27         53.10
     108562.00     479970.00          0.00         19.76         42.58         19.23         52.07
     108562.00     480095.00          0.00         18.86         41.68         18.25         51.09
     108562.00     480220.00          0.00         18.01         40.83         17.31         50.15
     108562.00     480345.00          0.00         17.19         40.01         16.42         49.26
     108562.00     480470.00          0.00         16.41         39.23         15.56         48.41
     108562.00     480595.00          0.00         15.63         38.44         14.63         47.46
     108562.00     480720.00          0.00         14.87         37.68         13.69         46.52
     108562.00     480845.00          0.00         14.14         36.95         12.79         45.62
     108562.00     480970.00          0.00         13.44         36.25         11.92         44.75
     108562.00     481095.00          0.00         12.76         35.57         11.08         43.92
     108562.00     481220.00          0.00         12.11         34.92         10.27         43.11
     108562.00     481345.00          0.00         11.48         34.29          9.49         42.34
     108562.00     481470.00          0.00         10.87         33.69          8.73         41.59
     108562.00     481595.00          0.00         10.29         33.10          8.00         40.86
     108562.00     481720.00          0.00          9.72         32.53          7.29         40.16
     108562.00     481845.00          0.00          9.17         31.98          6.61         39.48
     108562.00     481970.00          0.00          8.63         31.45          5.94         38.82
     108562.00     482095.00          0.00          8.12         30.93          5.29         38.18
     108562.00     482220.00          0.00          7.61         30.43          4.66         37.55
     108562.00     482345.00          0.00          7.12         29.93          4.05         36.92
     108562.00     482470.00          0.00          6.61         29.41          3.35         36.19
     108562.00     482595.00          0.00          6.10         28.90          2.64         35.48
     108562.00     482720.00          0.00          5.61         28.41          1.94         34.79
     108562.00     482845.00          0.00          5.12         27.92          1.27         34.11
     108562.00     482970.00          0.00          4.65         27.45          0.61         33.45
     108562.00     483095.00          0.00          4.19         26.99          0.00         32.81
     108562.00     483220.00          0.00          3.74         26.55          0.00         32.18
     108562.00     483345.00          0.00          3.30         26.11          0.00         31.57
     108562.00     483470.00          0.00          2.87         25.68          0.00         30.97
     108562.00     483595.00          0.00          2.45         25.26          0.00         30.38
     108562.00     483720.00          0.00          2.04         24.85          0.00         29.81
     108562.00     483845.00          0.00          1.64         24.45          0.00         29.24
     108562.00     483970.00          0.00          1.25         24.06          0.00         28.69
     108562.00     484095.00          0.00          0.86         23.68          0.00         28.15
     108562.00     484220.00          0.00          0.48         23.30          0.00         27.62
     108562.00     484345.00          0.00          0.11         22.93          0.00         27.10
     108562.00     484470.00          0.00          0.00         22.57          0.00         26.59
     108562.00     484595.00          0.00          0.00         22.21          0.00         26.09
     108562.00     484720.00          0.00          0.00         21.87          0.00         25.60
     108562.00     484845.00          0.00          0.00         21.52          0.00         25.12
     108562.00     484970.00          0.00          0.00         21.19          0.00         24.65
     108562.00     485095.00          0.00          0.00         20.86          0.00         24.18
     108562.00     485220.00          0.00          0.00         20.53          0.00         23.72
     108562.00     485345.00          0.00          0.00         20.22          0.00         23.27
     108562.00     485470.00          0.00          0.00         19.90          0.00         22.83
     108687.00     475470.00          0.00         24.26         46.80         24.11         56.66
     108687.00     475595.00          0.00         25.39         47.98         25.38         57.94
     108687.00     475720.00          0.00         26.59         49.15         26.73         59.27
     108687.00     475845.00          0.00         27.87         50.40         28.17         60.68
     108687.00     475970.00          0.00         29.25         51.73         29.72         62.19
     108687.00     476095.00          0.00         30.74         53.17         31.40         63.81
     108687.00     476220.00          0.00         32.32         54.71         33.13         65.56
     108687.00     476345.00          0.00         33.92         56.34         34.78         67.34
     108687.00     476470.00          0.00         35.67         58.00         36.58         69.03
     108687.00     476595.00          0.00         37.59         59.80         38.55         70.86
     108687.00     476720.00          0.00         39.74         61.79         40.78         72.89
     108687.00     476845.00          0.00         42.09         63.93         43.23         75.06
     108687.00     476970.00          0.00         44.48         66.19         45.76         77.35
     108687.00     477095.00          0.00         47.04         68.33         48.49         79.57
     108687.00     477220.00          0.00         49.57         70.28         51.21         81.60
     108687.00     477345.00          0.00         51.38         71.73         53.36         83.10
     108687.00     477470.00          0.00         51.64         72.20         53.58         83.59
     108687.00     477595.00          0.00         50.25         71.50         51.84         82.86
     108687.00     477720.00          0.00         47.98         69.91         49.39         81.21
     108687.00     477845.00          0.00         45.54         67.91         46.81         79.13
     108687.00     477970.00          0.00         43.19         65.72         44.35         76.87
     108687.00     478095.00          0.00         40.81         63.48         41.92         74.60
     108687.00     478220.00          0.00         38.62         61.37         39.69         72.46
     108687.00     478345.00          0.00         36.62         59.42         37.67         70.47
     108687.00     478470.00          0.00         34.83         57.65         35.84         68.67
     108687.00     478595.00          0.00         33.18         56.01         34.17         67.01
     108687.00     478720.00          0.00         31.54         54.38         32.35         65.19
     108687.00     478845.00          0.00         30.02         52.86         30.62         63.47
     108687.00     478970.00          0.00         28.60         51.45         29.02         61.87
     108687.00     479095.00          0.00         27.28         50.13         27.53         60.38
     108687.00     479220.00          0.00         26.05         48.90         26.14         58.99
     108687.00     479345.00          0.00         24.89         47.74         24.83         57.68
     108687.00     479470.00          0.00         23.72         46.56         23.56         56.40
     108687.00     479595.00          0.00         22.61         45.46         22.35         55.20
     108687.00     479720.00          0.00         21.57         44.42         21.22         54.06
     108687.00     479845.00          0.00         20.59         43.43         20.14         52.99
     108687.00     479970.00          0.00         19.65         42.49         19.12         51.97
     108687.00     480095.00          0.00         18.76         41.60         18.15         50.99
     108687.00     480220.00          0.00         17.91         40.75         17.22         50.07
     108687.00     480345.00          0.00         17.10         39.94         16.34         49.18
     108687.00     480470.00          0.00         16.33         39.16         15.49         48.34
     108687.00     480595.00          0.00         15.54         38.37         14.54         47.38
     108687.00     480720.00          0.00         14.79         37.62         13.61         46.45
     108687.00     480845.00          0.00         14.07         36.89         12.71         45.55
     108687.00     480970.00          0.00         13.37         36.20         11.85         44.69
     108687.00     481095.00          0.00         12.70         35.52         11.01         43.86
     108687.00     481220.00          0.00         12.05         34.88         10.21         43.06
     108687.00     481345.00          0.00         11.42         34.25          9.44         42.29
     108687.00     481470.00          0.00         10.82         33.65          8.69         41.54
     108687.00     481595.00          0.00         10.24         33.06          7.96         40.82
     108687.00     481720.00          0.00          9.67         32.50          7.26         40.12
     108687.00     481845.00          0.00          9.12         31.95          6.57         39.44
     108687.00     481970.00          0.00          8.59         31.42          5.91         38.78
     108687.00     482095.00          0.00          8.08         30.90          5.27         38.14
     108687.00     482220.00          0.00          7.57         30.40          4.64         37.52
     108687.00     482345.00          0.00          7.09         29.90          4.03         36.88
     108687.00     482470.00          0.00          6.57         29.38          3.31         36.15
     108687.00     482595.00          0.00          6.06         28.88          2.60         35.45
     108687.00     482720.00          0.00          5.57         28.38          1.91         34.76
     108687.00     482845.00          0.00          5.09         27.90          1.23         34.08
     108687.00     482970.00          0.00          4.62         27.43          0.57         33.42
     108687.00     483095.00          0.00          4.16         26.97          0.00         32.78
     108687.00     483220.00          0.00          3.71         26.53          0.00         32.15
     108687.00     483345.00          0.00          3.27         26.09          0.00         31.54
     108687.00     483470.00          0.00          2.84         25.66          0.00         30.94
     108687.00     483595.00          0.00          2.43         25.24          0.00         30.36
     108687.00     483720.00          0.00          2.02         24.83          0.00         29.78
     108687.00     483845.00          0.00          1.62         24.44          0.00         29.22
     108687.00     483970.00          0.00          1.22         24.04          0.00         28.67
     108687.00     484095.00          0.00          0.84         23.66          0.00         28.13
     108687.00     484220.00          0.00          0.46         23.28          0.00         27.60
     108687.00     484345.00          0.00          0.09         22.92          0.00         27.08
     108687.00     484470.00          0.00          0.00         22.55          0.00         26.57
     108687.00     484595.00          0.00          0.00         22.20          0.00         26.07
     108687.00     484720.00          0.00          0.00         21.85          0.00         25.58
     108687.00     484845.00          0.00          0.00         21.51          0.00         25.10
     108687.00     484970.00          0.00          0.00         21.18          0.00         24.63
     108687.00     485095.00          0.00          0.00         20.85          0.00         24.17
     108687.00     485220.00          0.00          0.00         20.52          0.00         23.71
     108687.00     485345.00          0.00          0.00         20.21          0.00         23.26
     108687.00     485470.00          0.00          0.00         19.89          0.00         22.82
     108812.00     475470.00          0.00         24.15         46.58         23.97         56.42
     108812.00     475595.00          0.00         25.26         47.74         25.22         57.68
     108812.00     475720.00          0.00         26.44         48.88         26.55         58.97
     108812.00     475845.00          0.00         27.71         50.09         27.97         60.34
     108812.00     475970.00          0.00         29.06         51.38         29.49         61.79
     108812.00     476095.00          0.00         30.52         52.76         31.13         63.35
     108812.00     476220.00          0.00         32.03         54.22         32.76         65.01
     108812.00     476345.00          0.00         33.59         55.79         34.36         66.78
     108812.00     476470.00          0.00         35.27         57.35         36.10         68.37
     108812.00     476595.00          0.00         37.09         59.00         38.00         70.05
     108812.00     476720.00          0.00         39.10         60.77         40.10         71.85
     108812.00     476845.00          0.00         41.25         62.65         42.39         73.75
     108812.00     476970.00          0.00         43.43         64.55         44.73         75.68
     108812.00     477095.00          0.00         45.67         66.38         47.18         77.54
     108812.00     477220.00          0.00         47.76         67.86         49.50         79.08
     108812.00     477345.00          0.00         49.10         68.86         51.16         80.12
     108812.00     477470.00          0.00         49.18         69.17         51.11         80.45
     108812.00     477595.00          0.00         48.01         68.71         49.60         79.96
     108812.00     477720.00          0.00         46.13         67.59         47.52         78.80
     108812.00     477845.00          0.00         44.07         66.01         45.30         77.17
     108812.00     477970.00          0.00         41.97         64.16         43.09         75.29
     108812.00     478095.00          0.00         39.83         62.26         40.89         73.36
     108812.00     478220.00          0.00         37.82         60.40         38.84         71.47
     108812.00     478345.00          0.00         35.98         58.65         36.97         69.70
     108812.00     478470.00          0.00         34.28         57.02         35.26         68.04
     108812.00     478595.00          0.00         32.71         55.46         33.65         66.41
     108812.00     478720.00          0.00         31.13         53.92         31.87         64.66
     108812.00     478845.00          0.00         29.66         52.47         30.21         63.02
     108812.00     478970.00          0.00         28.29         51.11         28.66         61.49
     108812.00     479095.00          0.00         27.00         49.84         27.22         60.05
     108812.00     479220.00          0.00         25.80         48.64         25.86         58.70
     108812.00     479345.00          0.00         24.65         47.49         24.57         57.41
     108812.00     479470.00          0.00         23.50         46.35         23.32         56.17
     108812.00     479595.00          0.00         22.42         45.27         22.15         54.99
     108812.00     479720.00          0.00         21.40         44.25         21.03         53.88
     108812.00     479845.00          0.00         20.42         43.27         19.97         52.82
     108812.00     479970.00          0.00         19.50         42.35         18.97         51.81
     108812.00     480095.00          0.00         18.62         41.47         18.01         50.86
     108812.00     480220.00          0.00         17.78         40.63         17.09         49.94
     108812.00     480345.00          0.00         16.98         39.83         16.22         49.07
     108812.00     480470.00          0.00         16.22         39.06         15.38         48.22
     108812.00     480595.00          0.00         15.44         38.28         14.42         47.26
     108812.00     480720.00          0.00         14.69         37.53         13.49         46.34
     108812.00     480845.00          0.00         13.97         36.81         12.61         45.45
     108812.00     480970.00          0.00         13.28         36.12         11.75         44.60
     108812.00     481095.00          0.00         12.61         35.45         10.93         43.77
     108812.00     481220.00          0.00         11.97         34.81         10.13         42.98
     108812.00     481345.00          0.00         11.35         34.19          9.36         42.21
     108812.00     481470.00          0.00         10.75         33.59          8.62         41.47
     108812.00     481595.00          0.00         10.17         33.01          7.90         40.75
     108812.00     481720.00          0.00          9.61         32.45          7.20         40.05
     108812.00     481845.00          0.00          9.07         31.90          6.52         39.38
     108812.00     481970.00          0.00          8.54         31.37          5.86         38.72
     108812.00     482095.00          0.00          8.02         30.86          5.22         38.09
     108812.00     482220.00          0.00          7.53         30.36          4.60         37.47
     108812.00     482345.00          0.00          7.04         29.86          3.98         36.82
     108812.00     482470.00          0.00          6.52         29.34          3.25         36.10
     108812.00     482595.00          0.00          6.01         28.84          2.55         35.39
     108812.00     482720.00          0.00          5.52         28.35          1.86         34.71
     108812.00     482845.00          0.00          5.04         27.87          1.19         34.03
     108812.00     482970.00          0.00          4.57         27.40          0.53         33.38
     108812.00     483095.00          0.00          4.12         26.94          0.00         32.74
     108812.00     483220.00          0.00          3.67         26.50          0.00         32.11
     108812.00     483345.00          0.00          3.23         26.06          0.00         31.50
     108812.00     483470.00          0.00          2.81         25.63          0.00         30.90
     108812.00     483595.00          0.00          2.39         25.22          0.00         30.32
     108812.00     483720.00          0.00          1.98         24.81          0.00         29.75
     108812.00     483845.00          0.00          1.58         24.41          0.00         29.19
     108812.00     483970.00          0.00          1.19         24.02          0.00         28.64
     108812.00     484095.00          0.00          0.81         23.64          0.00         28.10
     108812.00     484220.00          0.00          0.43         23.26          0.00         27.57
     108812.00     484345.00          0.00          0.07         22.90          0.00         27.05
     108812.00     484470.00          0.00          0.00         22.54          0.00         26.55
     108812.00     484595.00          0.00          0.00         22.18          0.00         26.05
     108812.00     484720.00          0.00          0.00         21.83          0.00         25.56
     108812.00     484845.00          0.00          0.00         21.49          0.00         25.08
     108812.00     484970.00          0.00          0.00         21.16          0.00         24.61
     108812.00     485095.00          0.00          0.00         20.83          0.00         24.14
     108812.00     485220.00          0.00          0.00         20.51          0.00         23.69
     108812.00     485345.00          0.00          0.00         20.19          0.00         23.24
     108812.00     485470.00          0.00          0.00         19.88          0.00         22.80
     108937.00     475470.00          0.00         23.98         46.30         23.79         56.11
     108937.00     475595.00          0.00         25.08         47.42         25.01         57.33
     108937.00     475720.00          0.00         26.24         48.55         26.31         58.59
     108937.00     475845.00          0.00         27.47         49.71         27.70         59.90
     108937.00     475970.00          0.00         28.79         50.94         29.17         61.29
     108937.00     476095.00          0.00         30.21         52.24         30.75         62.76
     108937.00     476220.00          0.00         31.64         53.62         32.28         64.32
     108937.00     476345.00          0.00         33.13         55.08         33.82         65.98
     108937.00     476470.00          0.00         34.72         56.56         35.49         67.57
     108937.00     476595.00          0.00         36.43         58.05         37.29         69.08
     108937.00     476720.00          0.00         38.26         59.59         39.24         70.65
     108937.00     476845.00          0.00         40.18         61.20         41.33         72.28
     108937.00     476970.00          0.00         42.11         62.77         43.45         73.88
     108937.00     477095.00          0.00         44.03         64.22         45.60         75.36
     108937.00     477220.00          0.00         45.70         65.42         47.54         76.57
     108937.00     477345.00          0.00         46.65         66.21         48.76         77.37
     108937.00     477470.00          0.00         46.65         66.45         48.54         77.61
     108937.00     477595.00          0.00         45.69         66.09         47.27         77.25
     108937.00     477720.00          0.00         44.17         65.20         45.52         76.35
     108937.00     477845.00          0.00         42.44         63.94         43.63         75.07
     108937.00     477970.00          0.00         40.59         62.46         41.66         73.56
     108937.00     478095.00          0.00         38.69         60.87         39.70         71.94
     108937.00     478220.00          0.00         36.89         59.27         37.85         70.33
     108937.00     478345.00          0.00         35.21         57.74         36.15         68.77
     108937.00     478470.00          0.00         33.64         56.26         34.55         67.27
     108937.00     478595.00          0.00         32.13         54.77         32.99         65.63
     108937.00     478720.00          0.00         30.62         53.33         31.29         64.00
     108937.00     478845.00          0.00         29.22         51.97         29.71         62.45
     108937.00     478970.00          0.00         27.90         50.68         28.22         61.00
     108937.00     479095.00          0.00         26.66         49.46         26.83         59.63
     108937.00     479220.00          0.00         25.50         48.32         25.52         58.33
     108937.00     479345.00          0.00         24.37         47.18         24.25         57.07
     108937.00     479470.00          0.00         23.25         46.07         23.04         55.87
     108937.00     479595.00          0.00         22.19         45.02         21.89         54.72
     108937.00     479720.00          0.00         21.18         44.02         20.79         53.64
     108937.00     479845.00          0.00         20.23         43.07         19.76         52.60
     108937.00     479970.00          0.00         19.32         42.17         18.77         51.62
     108937.00     480095.00          0.00         18.46         41.31         17.83         50.68
     108937.00     480220.00          0.00         17.63         40.48         16.93         49.78
     108937.00     480345.00          0.00         16.85         39.69         16.07         48.92
     108937.00     480470.00          0.00         16.08         38.93         15.21         48.06
     108937.00     480595.00          0.00         15.31         38.16         14.26         47.11
     108937.00     480720.00          0.00         14.57         37.42         13.35         46.20
     108937.00     480845.00          0.00         13.86         36.71         12.47         45.32
     108937.00     480970.00          0.00         13.17         36.02         11.63         44.48
     108937.00     481095.00          0.00         12.52         35.36         10.81         43.66
     108937.00     481220.00          0.00         11.88         34.72         10.03         42.87
     108937.00     481345.00          0.00         11.26         34.11          9.26         42.11
     108937.00     481470.00          0.00         10.67         33.51          8.53         41.38
     108937.00     481595.00          0.00         10.09         32.94          7.81         40.66
     108937.00     481720.00          0.00          9.54         32.38          7.12         39.97
     108937.00     481845.00          0.00          9.00         31.84          6.45         39.30
     108937.00     481970.00          0.00          8.47         31.31          5.80         38.65
     108937.00     482095.00          0.00          7.96         30.80          5.16         38.02
     108937.00     482220.00          0.00          7.47         30.31          4.55         37.40
     108937.00     482345.00          0.00          6.97         29.81          3.90         36.75
     108937.00     482470.00          0.00          6.46         29.29          3.18         36.03
     108937.00     482595.00          0.00          5.95         28.79          2.48         35.32
