          x[m]          y[m]          z[m]      SEL[dBA]    LAmax[dBA]   EPNL[EPNdB]  PNLTM[TPNdB]
     106062.00     476095.00          0.00         20.29         41.48         19.68         50.87
     106062.00     476220.00          0.00         20.84         41.91         20.29         51.34
     106062.00     476345.00          0.00         21.38         42.33         20.89         51.79
     106062.00     476470.00          0.00         21.91         42.71         21.48         52.21
     106062.00     476595.00          0.00         22.41         43.06         22.05         52.59
     106062.00     476720.00          0.00         22.82         43.38         22.55         52.93
     106062.00     476845.00          0.00         23.11         43.65         22.98         53.23
     106062.00     476970.00          0.00         23.34         43.88         23.41         53.48
     106062.00     477095.00          0.00         23.49         44.06         23.82         53.68
     106062.00     477220.00          0.00         23.53         44.19         24.23         53.82
     106062.00     477345.00          0.00         23.49         44.27         24.56         53.90
     106062.00     477470.00          0.00         23.39         44.29         24.82         53.93
     106062.00     477595.00          0.00         23.14         44.26         25.04         53.89
     106062.00     477720.00          0.00         22.57         44.17         25.37         53.80
     106062.00     477845.00          0.00         21.96         44.03         25.04         53.64
     106062.00     477970.00          0.00         21.88         43.84         25.11         53.44
     106062.00     478095.00          0.00         22.17         43.60         24.56         53.17
     106062.00     478220.00          0.00         22.23         43.32         23.93         52.87
     106062.00     478345.00          0.00         22.08         42.99         23.35         52.51
     106062.00     478470.00          0.00         21.83         42.63         22.77         52.12
     106062.00     478595.00          0.00         21.59         42.25         22.11         51.70
     106062.00     478720.00          0.00         21.28         41.83         21.45         51.25
     106062.00     478845.00          0.00         20.91         41.39         20.80         50.77
     106062.00     478970.00          0.00         20.50         40.94         20.17         50.27
     106062.00     479095.00          0.00         20.06         40.46         19.56         49.76
     106062.00     479220.00          0.00         19.48         39.98         18.89         49.24
     106062.00     479345.00          0.00         18.89         39.49         18.21         48.70
     106062.00     479470.00          0.00         18.29         38.99         17.55         48.14
     106062.00     479595.00          0.00         17.71         38.46         16.89         47.48
     106062.00     479720.00          0.00         17.13         37.93         16.24         46.83
     106062.00     479845.00          0.00         16.55         37.40         15.56         46.18
     106062.00     479970.00          0.00         15.93         36.87         14.67         45.53
     106062.00     480095.00          0.00         15.33         36.35         13.83         44.88
     106062.00     480220.00          0.00         14.73         35.83         13.02         44.24
     106062.00     480345.00          0.00         14.15         35.31         12.24         43.60
     106062.00     480470.00          0.00         13.58         34.80         11.50         42.97
     106062.00     480595.00          0.00         13.02         34.30         10.78         42.35
     106062.00     480720.00          0.00         12.48         33.81         10.08         41.74
     106062.00     480845.00          0.00         11.95         33.32          9.41         41.13
     106062.00     480970.00          0.00         11.43         32.84          8.77         40.54
     106062.00     481095.00          0.00         10.86         32.37          8.01         39.96
     106062.00     481220.00          0.00         10.29         31.90          7.27         39.38
     106062.00     481345.00          0.00          9.74         31.45          6.55         38.81
     106062.00     481470.00          0.00          9.21         31.00          5.86         38.26
     106062.00     481595.00          0.00          8.69         30.56          5.18         37.71
     106062.00     481720.00          0.00          8.19         30.13          4.53         37.18
     106062.00     481845.00          0.00          7.70         29.67          3.89         36.55
     106062.00     481970.00          0.00          7.22         29.21          3.27         35.91
     106062.00     482095.00          0.00          6.75         28.76          2.67         35.28
     106062.00     482220.00          0.00          6.29         28.32          2.08         34.66
     106062.00     482345.00          0.00          5.85         27.88          1.51         34.06
     106062.00     482470.00          0.00          5.41         27.46          0.95         33.46
     106062.00     482595.00          0.00          4.99         27.04          0.40         32.87
     106062.00     482720.00          0.00          4.57         26.63          0.00         32.29
     106062.00     482845.00          0.00          4.17         26.22          0.00         31.73
     106062.00     482970.00          0.00          3.72         25.82          0.00         31.17
     106062.00     483095.00          0.00          3.29         25.43          0.00         30.62
     106062.00     483220.00          0.00          2.87         25.05          0.00         30.08
     106062.00     483345.00          0.00          2.46         24.67          0.00         29.55
     106062.00     483470.00          0.00          2.05         24.30          0.00         29.03
     106062.00     483595.00          0.00          1.65         23.94          0.00         28.52
     106062.00     483720.00          0.00          1.26         23.58          0.00         28.02
     106062.00     483845.00          0.00          0.88         23.23          0.00         27.52
     106062.00     483970.00          0.00          0.51         22.88          0.00         27.03
     106062.00     484095.00          0.00          0.14         22.54          0.00         26.55
     106062.00     484220.00          0.00          0.00         22.21          0.00         26.08
     106062.00     484345.00          0.00          0.00         21.88          0.00         25.62
     106062.00     484470.00          0.00          0.00         21.55          0.00         25.16
     106062.00     484595.00          0.00          0.00         21.23          0.00         24.71
     106062.00     484720.00          0.00          0.00         20.92          0.00         24.26
     106062.00     484845.00          0.00          0.00         20.61          0.00         23.82
     106062.00     484970.00          0.00          0.00         20.30          0.00         23.39
     106062.00     485095.00          0.00          0.00         20.00          0.00         22.97
     106062.00     485220.00          0.00          0.00         19.70          0.00         22.55
     106062.00     485345.00          0.00          0.00         19.41          0.00         22.14
     106062.00     485470.00          0.00          0.00         19.12          0.00         21.73
     106187.00     475470.00          0.00         17.80         39.67         16.60         48.90
     106187.00     475595.00          0.00         18.44         40.20         17.37         49.48
     106187.00     475720.00          0.00         19.10         40.73         18.17         50.05
     106187.00     475845.00          0.00         19.75         41.24         19.00         50.61
     106187.00     475970.00          0.00         20.39         41.75         19.76         51.16
     106187.00     476095.00          0.00         20.98         42.24         20.43         51.70
     106187.00     476220.00          0.00         21.57         42.71         21.08         52.21
     106187.00     476345.00          0.00         22.15         43.16         21.73         52.70
     106187.00     476470.00          0.00         22.72         43.58         22.37         53.16
     106187.00     476595.00          0.00         23.27         43.97         22.99         53.58
     106187.00     476720.00          0.00         23.70         44.32         23.50         53.96
     106187.00     476845.00          0.00         24.03         44.62         23.98         54.29
     106187.00     476970.00          0.00         24.30         44.88         24.45         54.57
     106187.00     477095.00          0.00         24.49         45.08         24.90         54.79
     106187.00     477220.00          0.00         24.56         45.23         25.34         54.95
     106187.00     477345.00          0.00         24.56         45.32         25.69         55.04
     106187.00     477470.00          0.00         24.47         45.34         25.97         55.07
     106187.00     477595.00          0.00         24.23         45.30         26.21         55.03
     106187.00     477720.00          0.00         23.63         45.20         26.57         54.92
     106187.00     477845.00          0.00         23.10         45.05         26.19         54.75
     106187.00     477970.00          0.00         23.09         44.83         26.26         54.52
     106187.00     478095.00          0.00         23.33         44.57         25.52         54.23
     106187.00     478220.00          0.00         23.28         44.25         24.88         53.89
     106187.00     478345.00          0.00         23.06         43.90         24.26         53.50
     106187.00     478470.00          0.00         22.76         43.50         23.63         53.07
     106187.00     478595.00          0.00         22.46         43.08         22.92         52.60
     106187.00     478720.00          0.00         22.09         42.62         22.22         52.11
     106187.00     478845.00          0.00         21.66         42.14         21.54         51.59
     106187.00     478970.00          0.00         21.19         41.65         20.87         51.05
     106187.00     479095.00          0.00         20.70         41.14         20.22         50.50
     106187.00     479220.00          0.00         20.06         40.62         19.50         49.93
     106187.00     479345.00          0.00         19.43         40.10         18.79         49.36
     106187.00     479470.00          0.00         18.80         39.57         18.08         48.78
     106187.00     479595.00          0.00         18.18         39.03         17.39         48.19
     106187.00     479720.00          0.00         17.58         38.47         16.71         47.50
     106187.00     479845.00          0.00         16.96         37.91         15.96         46.81
     106187.00     479970.00          0.00         16.31         37.35         15.06         46.12
     106187.00     480095.00          0.00         15.68         36.80         14.20         45.44
     106187.00     480220.00          0.00         15.06         36.26         13.38         44.77
     106187.00     480345.00          0.00         14.46         35.72         12.60         44.10
     106187.00     480470.00          0.00         13.87         35.19         11.84         43.44
     106187.00     480595.00          0.00         13.30         34.66         11.11         42.80
     106187.00     480720.00          0.00         12.74         34.15         10.41         42.16
     106187.00     480845.00          0.00         12.20         33.64          9.73         41.54
     106187.00     480970.00          0.00         11.65         33.15          9.06         40.92
     106187.00     481095.00          0.00         11.07         32.66          8.28         40.32
     106187.00     481220.00          0.00         10.49         32.18          7.54         39.72
     106187.00     481345.00          0.00          9.94         31.71          6.81         39.14
     106187.00     481470.00          0.00          9.40         31.25          6.11         38.57
     106187.00     481595.00          0.00          8.87         30.80          5.43         38.01
     106187.00     481720.00          0.00          8.36         30.35          4.77         37.46
     106187.00     481845.00          0.00          7.86         29.91          4.12         36.89
     106187.00     481970.00          0.00          7.37         29.44          3.50         36.23
     106187.00     482095.00          0.00          6.90         28.98          2.89         35.59
     106187.00     482220.00          0.00          6.44         28.53          2.30         34.96
     106187.00     482345.00          0.00          5.99         28.08          1.72         34.33
     106187.00     482470.00          0.00          5.55         27.65          1.16         33.73
     106187.00     482595.00          0.00          5.12         27.22          0.61         33.13
     106187.00     482720.00          0.00          4.70         26.80          0.07         32.54
     106187.00     482845.00          0.00          4.28         26.39          0.00         31.96
     106187.00     482970.00          0.00          3.83         25.99          0.00         31.40
     106187.00     483095.00          0.00          3.40         25.59          0.00         30.84
     106187.00     483220.00          0.00          2.97         25.20          0.00         30.29
     106187.00     483345.00          0.00          2.56         24.82          0.00         29.76
     106187.00     483470.00          0.00          2.15         24.44          0.00         29.23
     106187.00     483595.00          0.00          1.75         24.07          0.00         28.71
     106187.00     483720.00          0.00          1.35         23.71          0.00         28.20
     106187.00     483845.00          0.00          0.97         23.35          0.00         27.69
     106187.00     483970.00          0.00          0.59         23.00          0.00         27.20
     106187.00     484095.00          0.00          0.22         22.66          0.00         26.72
     106187.00     484220.00          0.00          0.00         22.32          0.00         26.24
     106187.00     484345.00          0.00          0.00         21.98          0.00         25.77
     106187.00     484470.00          0.00          0.00         21.65          0.00         25.30
     106187.00     484595.00          0.00          0.00         21.33          0.00         24.85
     106187.00     484720.00          0.00          0.00         21.01          0.00         24.40
     106187.00     484845.00          0.00          0.00         20.70          0.00         23.96
     106187.00     484970.00          0.00          0.00         20.39          0.00         23.52
     106187.00     485095.00          0.00          0.00         20.09          0.00         23.09
     106187.00     485220.00          0.00          0.00         19.79          0.00         22.67
     106187.00     485345.00          0.00          0.00         19.49          0.00         22.25
     106187.00     485470.00          0.00          0.00         19.20          0.00         21.84
     106312.00     475470.00          0.00         18.31         40.26         17.22         49.53
     106312.00     475595.00          0.00         18.99         40.82         18.02         50.15
     106312.00     475720.00          0.00         19.68         41.38         18.85         50.76
     106312.00     475845.00          0.00         20.38         41.94         19.71         51.37
     106312.00     475970.00          0.00         21.04         42.49         20.48         51.97
     106312.00     476095.00          0.00         21.67         43.02         21.19         52.55
     106312.00     476220.00          0.00         22.30         43.54         21.90         53.11
     106312.00     476345.00          0.00         22.93         44.03         22.60         53.64
     106312.00     476470.00          0.00         23.55         44.49         23.29         54.15
     106312.00     476595.00          0.00         24.16         44.92         23.96         54.62
     106312.00     476720.00          0.00         24.61         45.31         24.50         55.04
     106312.00     476845.00          0.00         25.00         45.65         25.02         55.41
     106312.00     476970.00          0.00         25.31         45.94         25.53         55.72
     106312.00     477095.00          0.00         25.54         46.16         26.03         55.97
     106312.00     477220.00          0.00         25.65         46.33         26.51         56.14
     106312.00     477345.00          0.00         25.69         46.42         26.88         56.25
     106312.00     477470.00          0.00         25.62         46.45         27.19         56.28
     106312.00     477595.00          0.00         25.36         46.41         27.47         56.23
     106312.00     477720.00          0.00         24.76         46.30         27.82         56.11
     106312.00     477845.00          0.00         24.32         46.12         27.44         55.92
     106312.00     477970.00          0.00         24.37         45.88         27.31         55.66
     106312.00     478095.00          0.00         24.53         45.59         26.52         55.34
     106312.00     478220.00          0.00         24.36         45.24         25.87         54.96
     106312.00     478345.00          0.00         24.07         44.84         25.20         54.53
     106312.00     478470.00          0.00         23.72         44.40         24.51         54.05
     106312.00     478595.00          0.00         23.35         43.93         23.75         53.54
     106312.00     478720.00          0.00         22.90         43.44         23.01         53.00
     106312.00     478845.00          0.00         22.41         42.92         22.29         52.43
     106312.00     478970.00          0.00         21.89         42.38         21.58         51.85
     106312.00     479095.00          0.00         21.32         41.83         20.88         51.25
     106312.00     479220.00          0.00         20.64         41.27         20.11         50.64
     106312.00     479345.00          0.00         19.96         40.71         19.36         50.03
     106312.00     479470.00          0.00         19.30         40.14         18.62         49.41
     106312.00     479595.00          0.00         18.65         39.58         17.89         48.80
     106312.00     479720.00          0.00         18.01         39.01         17.18         48.16
     106312.00     479845.00          0.00         17.36         38.42         16.35         47.43
     106312.00     479970.00          0.00         16.68         37.83         15.44         46.71
     106312.00     480095.00          0.00         16.03         37.25         14.57         45.99
     106312.00     480220.00          0.00         15.39         36.68         13.74         45.29
     106312.00     480345.00          0.00         14.76         36.12         12.94         44.59
     106312.00     480470.00          0.00         14.16         35.56         12.18         43.91
     106312.00     480595.00          0.00         13.57         35.02         11.44         43.24
     106312.00     480720.00          0.00         12.99         34.49         10.73         42.58
     106312.00     480845.00          0.00         12.43         33.96         10.04         41.93
     106312.00     480970.00          0.00         11.87         33.45          9.33         41.29
     106312.00     481095.00          0.00         11.27         32.94          8.55         40.67
     106312.00     481220.00          0.00         10.68         32.45          7.80         40.06
     106312.00     481345.00          0.00         10.12         31.97          7.07         39.46
     106312.00     481470.00          0.00          9.57         31.49          6.36         38.87
     106312.00     481595.00          0.00          9.04         31.03          5.67         38.30
     106312.00     481720.00          0.00          8.52         30.57          5.00         37.73
     106312.00     481845.00          0.00          8.01         30.13          4.35         37.18
     106312.00     481970.00          0.00          7.52         29.66          3.72         36.54
     106312.00     482095.00          0.00          7.04         29.19          3.11         35.88
     106312.00     482220.00          0.00          6.58         28.73          2.51         35.24
     106312.00     482345.00          0.00          6.12         28.27          1.93         34.60
     106312.00     482470.00          0.00          5.68         27.83          1.36         33.98
     106312.00     482595.00          0.00          5.25         27.40          0.81         33.37
     106312.00     482720.00          0.00          4.82         26.97          0.27         32.78
     106312.00     482845.00          0.00          4.39         26.55          0.00         32.19
     106312.00     482970.00          0.00          3.94         26.14          0.00         31.61
     106312.00     483095.00          0.00          3.50         25.74          0.00         31.05
     106312.00     483220.00          0.00          3.07         25.34          0.00         30.49
     106312.00     483345.00          0.00          2.65         24.95          0.00         29.95
     106312.00     483470.00          0.00          2.24         24.57          0.00         29.41
     106312.00     483595.00          0.00          1.84         24.20          0.00         28.89
     106312.00     483720.00          0.00          1.44         23.83          0.00         28.37
     106312.00     483845.00          0.00          1.05         23.47          0.00         27.86
     106312.00     483970.00          0.00          0.68         23.11          0.00         27.36
     106312.00     484095.00          0.00          0.30         22.76          0.00         26.87
     106312.00     484220.00          0.00          0.00         22.42          0.00         26.39
     106312.00     484345.00          0.00          0.00         22.08          0.00         25.91
     106312.00     484470.00          0.00          0.00         21.75          0.00         25.44
     106312.00     484595.00          0.00          0.00         21.43          0.00         24.98
     106312.00     484720.00          0.00          0.00         21.11          0.00         24.53
     106312.00     484845.00          0.00          0.00         20.79          0.00         24.08
     106312.00     484970.00          0.00          0.00         20.48          0.00         23.64
     106312.00     485095.00          0.00          0.00         20.17          0.00         23.21
     106312.00     485220.00          0.00          0.00         19.87          0.00         22.78
     106312.00     485345.00          0.00          0.00         19.57          0.00         22.36
     106312.00     485470.00          0.00          0.00         19.28          0.00         21.95
     106437.00     475470.00          0.00         18.82         40.84         17.83         50.17
     106437.00     475595.00          0.00         19.54         41.44         18.66         50.83
     106437.00     475720.00          0.00         20.26         42.05         19.53         51.49
     106437.00     475845.00          0.00         21.00         42.65         20.42         52.14
     106437.00     475970.00          0.00         21.69         43.24         21.21         52.79
     106437.00     476095.00          0.00         22.37         43.82         21.97         53.42
     106437.00     476220.00          0.00         23.06         44.39         22.73         54.03
     106437.00     476345.00          0.00         23.74         44.93         23.48         54.62
     106437.00     476470.00          0.00         24.41         45.44         24.23         55.18
     106437.00     476595.00          0.00         25.06         45.92         24.95         55.70
     106437.00     476720.00          0.00         25.56         46.35         25.53         56.17
     106437.00     476845.00          0.00         26.00         46.73         26.11         56.58
     106437.00     476970.00          0.00         26.37         47.05         26.67         56.93
     106437.00     477095.00          0.00         26.65         47.31         27.22         57.21
     106437.00     477220.00          0.00         26.80         47.49         27.74         57.41
     106437.00     477345.00          0.00         26.89         47.60         28.13         57.53
     106437.00     477470.00          0.00         26.84         47.63         28.47         57.56
     106437.00     477595.00          0.00         26.56         47.58         28.80         57.51
     106437.00     477720.00          0.00         25.97         47.46         29.14         57.38
     106437.00     477845.00          0.00         25.62         47.26         28.80         57.16
     106437.00     477970.00          0.00         25.69         46.99         28.41         56.87
     106437.00     478095.00          0.00         25.72         46.66         27.60         56.50
     106437.00     478220.00          0.00         25.47         46.26         26.90         56.08
     106437.00     478345.00          0.00         25.10         45.82         26.18         55.60
     106437.00     478470.00          0.00         24.69         45.34         25.41         55.07
     106437.00     478595.00          0.00         24.24         44.82         24.60         54.51
     106437.00     478720.00          0.00         23.72         44.28         23.81         53.91
     106437.00     478845.00          0.00         23.17         43.71         23.05         53.29
     106437.00     478970.00          0.00         22.59         43.12         22.30         52.66
     106437.00     479095.00          0.00         21.93         42.53         21.53         52.01
     106437.00     479220.00          0.00         21.21         41.93         20.72         51.36
     106437.00     479345.00          0.00         20.49         41.32         19.93         50.70
     106437.00     479470.00          0.00         19.79         40.72         19.15         50.04
     106437.00     479595.00          0.00         19.11         40.12         18.38         49.38
     106437.00     479720.00          0.00         18.44         39.52         17.63         48.73
     106437.00     479845.00          0.00         17.74         38.92         16.74         48.05
     106437.00     479970.00          0.00         17.04         38.30         15.82         47.29
     106437.00     480095.00          0.00         16.36         37.70         14.94         46.54
     106437.00     480220.00          0.00         15.70         37.10         14.09         45.80
     106437.00     480345.00          0.00         15.06         36.51         13.28         45.08
     106437.00     480470.00          0.00         14.43         35.93         12.51         44.37
     106437.00     480595.00          0.00         13.83         35.37         11.76         43.67
     106437.00     480720.00          0.00         13.24         34.81         11.04         42.98
     106437.00     480845.00          0.00         12.66         34.27         10.34         42.31
     106437.00     480970.00          0.00         12.07         33.74          9.60         41.66
     106437.00     481095.00          0.00         11.46         33.22          8.81         41.01
     106437.00     481220.00          0.00         10.87         32.71          8.05         40.38
     106437.00     481345.00          0.00         10.30         32.22          7.31         39.77
     106437.00     481470.00          0.00          9.74         31.73          6.60         39.16
     106437.00     481595.00          0.00          9.20         31.25          5.91         38.57
     106437.00     481720.00          0.00          8.67         30.79          5.23         38.00
     106437.00     481845.00          0.00          8.16         30.33          4.58         37.43
     106437.00     481970.00          0.00          7.67         29.87          3.94         36.84
     106437.00     482095.00          0.00          7.18         29.39          3.32         36.16
     106437.00     482220.00          0.00          6.71         28.92          2.72         35.51
     106437.00     482345.00          0.00          6.25         28.46          2.14         34.86
     106437.00     482470.00          0.00          5.80         28.01          1.57         34.23
     106437.00     482595.00          0.00          5.36         27.56          1.01         33.61
     106437.00     482720.00          0.00          4.94         27.13          0.46         33.00
     106437.00     482845.00          0.00          4.49         26.70          0.00         32.41
     106437.00     482970.00          0.00          4.04         26.29          0.00         31.82
     106437.00     483095.00          0.00          3.60         25.88          0.00         31.25
     106437.00     483220.00          0.00          3.16         25.48          0.00         30.68
     106437.00     483345.00          0.00          2.74         25.08          0.00         30.13
     106437.00     483470.00          0.00          2.33         24.70          0.00         29.59
     106437.00     483595.00          0.00          1.92         24.32          0.00         29.06
     106437.00     483720.00          0.00          1.52         23.95          0.00         28.53
     106437.00     483845.00          0.00          1.13         23.58          0.00         28.02
     106437.00     483970.00          0.00          0.75         23.22          0.00         27.51
     106437.00     484095.00          0.00          0.38         22.87          0.00         27.02
     106437.00     484220.00          0.00          0.01         22.52          0.00         26.53
     106437.00     484345.00          0.00          0.00         22.18          0.00         26.05
     106437.00     484470.00          0.00          0.00         21.85          0.00         25.57
     106437.00     484595.00          0.00          0.00         21.52          0.00         25.11
     106437.00     484720.00          0.00          0.00         21.19          0.00         24.65
     106437.00     484845.00          0.00          0.00         20.87          0.00         24.20
     106437.00     484970.00          0.00          0.00         20.56          0.00         23.76
     106437.00     485095.00          0.00          0.00         20.25          0.00         23.32
     106437.00     485220.00          0.00          0.00         19.95          0.00         22.89
     106437.00     485345.00          0.00          0.00         19.65          0.00         22.47
     106437.00     485470.00          0.00          0.00         19.35          0.00         22.05
     106562.00     475470.00          0.00         19.33         41.42         18.44         50.81
     106562.00     475595.00          0.00         20.08         42.07         19.30         51.51
     106562.00     475720.00          0.00         20.85         42.72         20.20         52.22
     106562.00     475845.00          0.00         21.63         43.37         21.14         52.92
     106562.00     475970.00          0.00         22.35         44.01         21.94         53.62
     106562.00     476095.00          0.00         23.08         44.64         22.76         54.31
     106562.00     476220.00          0.00         23.82         45.26         23.57         54.98
     106562.00     476345.00          0.00         24.56         45.86         24.39         55.63
     106562.00     476470.00          0.00         25.29         46.42         25.20         56.25
     106562.00     476595.00          0.00         25.98         46.95         25.96         56.83
     106562.00     476720.00          0.00         26.54         47.44         26.60         57.35
     106562.00     476845.00          0.00         27.04         47.86         27.23         57.82
     106562.00     476970.00          0.00         27.48         48.20         27.85         58.20
     106562.00     477095.00          0.00         27.81         48.47         28.46         58.50
     106562.00     477220.00          0.00         28.03         48.67         29.02         58.72
     106562.00     477345.00          0.00         28.16         48.78         29.46         58.85
     106562.00     477470.00          0.00         28.13         48.82         29.84         58.89
     106562.00     477595.00          0.00         27.84         48.76         30.22         58.84
     106562.00     477720.00          0.00         27.28         48.63         30.51         58.69
     106562.00     477845.00          0.00         27.00         48.42         30.25         58.45
     106562.00     477970.00          0.00         27.06         48.14         29.56         58.13
     106562.00     478095.00          0.00         26.96         47.78         28.73         57.73
     106562.00     478220.00          0.00         26.61         47.34         27.96         57.25
     106562.00     478345.00          0.00         26.15         46.85         27.18         56.71
     106562.00     478470.00          0.00         25.67         46.31         26.33         56.13
     106562.00     478595.00          0.00         25.13         45.74         25.46         55.51
     106562.00     478720.00          0.00         24.54         45.14         24.63         54.85
     106562.00     478845.00          0.00         23.92         44.52         23.81         54.17
     106562.00     478970.00          0.00         23.28         43.88         23.02         53.48
     106562.00     479095.00          0.00         22.54         43.24         22.19         52.78
     106562.00     479220.00          0.00         21.77         42.59         21.33         52.08
     106562.00     479345.00          0.00         21.01         41.94         20.49         51.37
     106562.00     479470.00          0.00         20.28         41.30         19.67         50.67
     106562.00     479595.00          0.00         19.55         40.66         18.86         49.97
     106562.00     479720.00          0.00         18.85         40.02         18.08         49.28
     106562.00     479845.00          0.00         18.11         39.40         17.13         48.60
     106562.00     479970.00          0.00         17.39         38.77         16.19         47.87
     106562.00     480095.00          0.00         16.68         38.13         15.30         47.08
     106562.00     480220.00          0.00         16.00         37.51         14.44         46.31
     106562.00     480345.00          0.00         15.34         36.89         13.62         45.55
     106562.00     480470.00          0.00         14.70         36.29         12.83         44.81
     106562.00     480595.00          0.00         14.07         35.71         12.07         44.09
     106562.00     480720.00          0.00         13.47         35.13         11.34         43.38
     106562.00     480845.00          0.00         12.88         34.57         10.64         42.68
     106562.00     480970.00          0.00         12.26         34.02          9.86         42.01
     106562.00     481095.00          0.00         11.64         33.49          9.07         41.34
     106562.00     481220.00          0.00         11.04         32.97          8.30         40.70
     106562.00     481345.00          0.00         10.46         32.45          7.55         40.06
     106562.00     481470.00          0.00          9.90         31.96          6.83         39.45
     106562.00     481595.00          0.00          9.35         31.47          6.13         38.84
     106562.00     481720.00          0.00          8.82         30.99          5.45         38.25
     106562.00     481845.00          0.00          8.30         30.52          4.80         37.67
     106562.00     481970.00          0.00          7.80         30.07          4.15         37.10
     106562.00     482095.00          0.00          7.31         29.58          3.53         36.43
     106562.00     482220.00          0.00          6.83         29.10          2.93         35.76
     106562.00     482345.00          0.00          6.37         28.63          2.34         35.11
     106562.00     482470.00          0.00          5.92         28.17          1.76         34.46
     106562.00     482595.00          0.00          5.48         27.72          1.20         33.83
     106562.00     482720.00          0.00          5.05         27.28          0.65         33.22
     106562.00     482845.00          0.00          4.59         26.85          0.03         32.61
     106562.00     482970.00          0.00          4.13         26.43          0.00         32.02
     106562.00     483095.00          0.00          3.69         26.01          0.00         31.44
     106562.00     483220.00          0.00          3.25         25.61          0.00         30.87
     106562.00     483345.00          0.00          2.83         25.21          0.00         30.31
     106562.00     483470.00          0.00          2.41         24.82          0.00         29.76
     106562.00     483595.00          0.00          2.00         24.43          0.00         29.22
     106562.00     483720.00          0.00          1.60         24.06          0.00         28.69
     106562.00     483845.00          0.00          1.21         23.69          0.00         28.17
     106562.00     483970.00          0.00          0.83         23.32          0.00         27.66
     106562.00     484095.00          0.00          0.45         22.97          0.00         27.16
     106562.00     484220.00          0.00          0.08         22.62          0.00         26.66
     106562.00     484345.00          0.00          0.00         22.27          0.00         26.18
     106562.00     484470.00          0.00          0.00         21.94          0.00         25.70
     106562.00     484595.00          0.00          0.00         21.60          0.00         25.23
     106562.00     484720.00          0.00          0.00         21.28          0.00         24.77
     106562.00     484845.00          0.00          0.00         20.95          0.00         24.32
     106562.00     484970.00          0.00          0.00         20.64          0.00         23.87
     106562.00     485095.00          0.00          0.00         20.33          0.00         23.43
     106562.00     485220.00          0.00          0.00         20.02          0.00         23.00
     106562.00     485345.00          0.00          0.00         19.72          0.00         22.57
     106562.00     485470.00          0.00          0.00         19.42          0.00         22.15
     106687.00     475470.00          0.00         19.83         42.01         19.03         51.44
     106687.00     475595.00          0.00         20.62         42.70         19.93         52.19
     106687.00     475720.00          0.00         21.42         43.39         20.87         52.95
     106687.00     475845.00          0.00         22.24         44.09         21.82         53.71
     106687.00     475970.00          0.00         23.01         44.79         22.68         54.47
     106687.00     476095.00          0.00         23.79         45.48         23.55         55.22
     106687.00     476220.00          0.00         24.59         46.16         24.43         55.96
     106687.00     476345.00          0.00         25.39         46.81         25.32         56.68
     106687.00     476470.00          0.00         26.19         47.44         26.20         57.36
     106687.00     476595.00          0.00         26.93         48.02         27.00         58.00
     106687.00     476720.00          0.00         27.56         48.53         27.71         58.57
     106687.00     476845.00          0.00         28.13         48.98         28.41         59.07
     106687.00     476970.00          0.00         28.64         49.36         29.10         59.51
     106687.00     477095.00          0.00         29.05         49.67         29.77         59.86
     106687.00     477220.00          0.00         29.33         49.89         30.38         60.11
     106687.00     477345.00          0.00         29.50         50.03         30.87         60.26
     106687.00     477470.00          0.00         29.51         50.06         31.29         60.30
     106687.00     477595.00          0.00         29.21         50.01         31.72         60.24
     106687.00     477720.00          0.00         28.70         49.85         31.95         60.07
     106687.00     477845.00          0.00         28.48         49.61         31.61         59.79
     106687.00     477970.00          0.00         28.47         49.29         30.77         59.43
     106687.00     478095.00          0.00         28.22         48.89         29.90         58.98
     106687.00     478220.00          0.00         27.77         48.43         29.05         58.46
     106687.00     478345.00          0.00         27.23         47.92         28.20         57.88
     106687.00     478470.00          0.00         26.66         47.32         27.27         57.23
     106687.00     478595.00          0.00         26.03         46.69         26.34         56.53
     106687.00     478720.00          0.00         25.36         46.02         25.45         55.81
     106687.00     478845.00          0.00         24.66         45.34         24.58         55.07
     106687.00     478970.00          0.00         23.96         44.65         23.75         54.32
     106687.00     479095.00          0.00         23.14         43.95         22.84         53.56
     106687.00     479220.00          0.00         22.32         43.25         21.93         52.80
     106687.00     479345.00          0.00         21.52         42.56         21.04         52.04
     106687.00     479470.00          0.00         20.74         41.87         20.18         51.29
     106687.00     479595.00          0.00         19.99         41.19         19.33         50.55
     106687.00     479720.00          0.00         19.25         40.52         18.50         49.82
     106687.00     479845.00          0.00         18.47         39.86         17.51         49.11
     106687.00     479970.00          0.00         17.72         39.22         16.56         48.40
     106687.00     480095.00          0.00         16.99         38.56         15.65         47.60
     106687.00     480220.00          0.00         16.29         37.90         14.78         46.80
     106687.00     480345.00          0.00         15.61         37.27         13.95         46.01
     106687.00     480470.00          0.00         14.94         36.64         13.15         45.24
     106687.00     480595.00          0.00         14.30         36.03         12.38         44.49
     106687.00     480720.00          0.00         13.68         35.44         11.64         43.76
     106687.00     480845.00          0.00         13.08         34.86         10.93         43.04
     106687.00     480970.00          0.00         12.44         34.30         10.12         42.34
     106687.00     481095.00          0.00         11.82         33.75          9.31         41.66
     106687.00     481220.00          0.00         11.21         33.21          8.54         41.00
     106687.00     481345.00          0.00         10.62         32.68          7.79         40.35
     106687.00     481470.00          0.00         10.05         32.17          7.06         39.71
