NPD_ID   MET    OP     THR   200   400   630  1000  2000  4000  6300 10000 16000 25000  C
BR715      M     D   19750 107.5 101.0  96.5  91.6  83.5  74.5  68.1  61.1  53.9  47.2  J
BR715      E     A    4250  95.1  90.7  87.0  82.9  76.5  68.9  63.1  56.5  49.9  43.7  J
BR715      E     A    5000  95.8  91.4  87.8  83.7  77.3  70.0  64.2  57.7  51.0  44.7  J
BR715      E     A    5750  96.4  91.9  88.4  84.4  78.0  70.8  65.2  58.6  51.9  45.6  J
BR715      E     A    9875  99.8  95.5  92.4  88.6  82.2  75.6  69.9  63.9  57.8  52.1  J
BR715      E     D   11000 101.4  97.2  94.0  90.2  83.9  77.3  71.8  65.8  59.8  54.1  J
BR715      E     D   13000 104.0  99.8  96.6  92.9  86.6  80.0  74.7  68.8  62.9  57.3  J
BR715      E     D   15000 106.3 102.1  98.9  95.2  88.9  82.4  77.3  71.5  65.7  60.1  J
BR715      E     D   17000 108.4 104.2 101.0  97.4  91.1  84.6  79.6  73.9  68.1  62.7  J
BR715      E     D   19000 110.9 106.7 103.5  99.9  93.7  87.2  82.5  76.9  71.2  65.9  J
BR715      E     D   19750 111.9 107.7 104.5 101.0  94.7  88.3  83.6  78.1  72.4  67.2  J
BR715      P     A    4250 102.8  95.1  89.8  83.9  74.4  64.2  56.8  48.8  40.7  33.0  J
BR715      P     A    5000 103.3  95.9  90.6  84.7  75.2  65.1  57.8  49.8  41.7  34.0  J
BR715      P     A    5750 103.7  96.5  91.3  85.4  75.9  65.8  58.5  50.6  42.5  34.8  J
BR715      P     A    9875 107.7 100.3  95.1  89.6  80.9  71.5  64.6  56.9  49.2  41.8  J
BR715      P     D   11000 109.4 102.1  97.0  91.4  82.7  73.3  66.4  58.8  51.1  43.8  J
BR715      P     D   13000 112.1 105.0 100.0  94.5  85.6  76.2  69.3  61.8  54.1  46.9  J
BR715      P     D   15000 114.5 107.5 102.6  97.1  88.2  78.7  71.9  64.4  56.9  49.7  J
BR715      P     D   17000 116.7 109.8 104.9  99.5  90.5  81.0  74.2  66.8  59.3  52.2  J
BR715      P     D   19000 119.3 112.6 107.8 102.5  93.3  83.8  77.1  69.7  62.3  55.3  J
BR715      P     D   19750 120.4 113.7 108.9 103.6  94.5  84.9  78.2  70.9  63.5  56.5  J
BR715      S     A    4250  91.9  87.1  84.1  80.7  75.2  69.0  64.4  59.4  54.2  49.4  J
BR715      S     A    5000  92.2  88.0  84.9  81.5  76.1  69.9  65.3  60.3  55.2  50.3  J
BR715      S     A    5750  92.5  88.6  85.6  82.2  76.8  70.6  66.0  61.0  55.9  51.1  J
BR715      S     A    9875  95.7  91.5  88.7  85.6  80.5  74.8  70.5  65.6  60.7  56.0  J
BR715      S     D   11000  97.3  93.1  90.3  87.2  82.1  76.4  72.1  67.2  62.3  57.6  J
BR715      S     D   13000  99.8  95.7  92.9  89.8  84.7  78.9  74.7  69.8  64.9  60.2  J
BR715      S     D   15000 102.1  98.0  95.2  92.1  87.0  81.2  77.0  72.1  67.2  62.5  J
BR715      S     D   17000 104.1 100.1  97.3  94.2  89.1  83.3  79.0  74.2  69.2  64.6  J
BR715      S     D   19000 106.6 102.7  99.8  96.7  91.6  85.8  81.5  76.7  71.8  67.2  J
BR715      S     D   19750 107.6 103.7 100.8  97.7  92.6  86.8  82.5  77.7  72.8  68.2  J
CF34       E     A    2000  94.1  89.4  85.9  82.0  74.9  66.9  60.9  53.5  44.5  30.6  J
CF34       E     A    3000  98.1  93.2  89.4  85.3  79.0  69.4  63.5  56.3  47.4  34.2  J
CF34       E     D    4000 100.8  95.7  92.0  87.8  80.7  73.4  67.8  61.4  53.3  42.0  J
CF34       E     D    5000 102.1  97.2  93.4  89.1  82.4  75.2  69.7  63.3  56.2  46.1  J
CF34       E     D    6000 104.0  99.1  95.3  91.0  84.3  77.1  71.6  65.2  58.1  48.0  J
CF34       M     A    2000  87.3  80.7  76.0  71.1  63.0  54.1  47.6  40.6  33.0  24.6  J
CF34       M     A    3000  90.6  83.8  79.0  73.9  65.6  56.5  49.8  42.7  34.9  26.5  J
CF34       M     D    4000  93.1  86.3  81.5  76.5  68.4  59.6  53.1  46.0  38.2  29.6  J
CF34       M     D    5000  95.0  88.2  83.5  78.6  70.6  61.9  55.6  48.7  40.9  32.3  J
CF34       M     D    6000  97.2  90.9  86.1  81.2  73.2  64.5  58.2  51.5  43.5  34.9  J
CF34       S     A    2000  90.9  86.7  83.3  79.9  74.1  67.4  62.4  56.9  50.7  43.9  J
CF34       S     A    3000  94.3  89.8  86.5  82.9  76.9  70.0  64.8  59.2  52.9  46.0  J
CF34       S     D    4000  96.3  91.8  88.5  85.0  79.1  72.5  67.5  61.9  55.6  48.6  J
CF34       S     D    5000  97.7  93.2  90.0  86.5  80.8  74.3  69.5  64.1  57.9  50.7  J
CF34       S     D    6000  99.7  95.2  92.0  88.5  82.8  76.3  71.5  66.1  59.9  52.7  J
CF348C     E     A    2500  96.3  91.6  88.3  84.8  79.1  72.2  67.1  61.3  54.8  48.1  J
CF348C     E     A    7250  99.4  94.4  90.7  86.8  80.8  74.1  69.2  63.7  57.2  50.5  J
CF348C     E     D    7250 100.9  96.1  92.6  88.8  82.9  76.1  71.0  65.0  58.2  50.4  J
CF348C     E     D   16250 108.4 104.0 100.8  97.3  91.7  85.1  80.1  74.7  68.6  62.2  J
CF348C     M     A    2500  89.7  83.1  78.6  73.8  66.2  57.6  51.3  44.1  36.0  27.3  J
CF348C     M     A    7250  91.3  84.7  80.2  75.4  67.6  58.9  52.6  45.5  37.6  29.2  J
CF348C     M     D    7250  94.5  87.9  83.5  78.7  71.0  62.3  56.0  48.8  40.5  31.7  J
CF348C     M     D   16250 103.6  97.1  92.6  87.9  80.2  71.6  65.3  58.3  50.3  42.0  J
CF348C     P     A    2500 102.4  95.5  90.6  85.4  77.0  67.7  61.1  53.8  45.8  37.6  J
CF348C     P     A    7250 105.1  97.8  92.6  86.9  78.3  69.2  62.8  55.8  47.8  39.9  J
CF348C     P     D    7250 109.6 101.6  96.3  90.8  82.4  73.2  66.7  59.2  50.8  41.6  J
CF348C     P     D   16250 116.5 109.4 104.4  99.2  91.1  82.1  75.6  68.7  61.1  53.2  J
CF348C     S     A    2500  93.1  89.2  86.4  83.3  78.2  72.0  67.1  61.5  54.9  47.7  J
CF348C     S     A    7250  95.2  91.0  88.1  85.0  79.8  73.6  68.8  63.2  56.8  49.9  J
CF348C     S     D    7250  96.4  92.3  89.5  86.5  81.5  75.3  70.4  64.7  58.0  50.6  J
CF348C     S     D   16250 104.7 100.9  98.2  95.3  90.4  84.4  79.6  74.0  67.6  60.7  J
CF565C     E     A    3000 101.4  95.6  91.8  87.7  81.4  73.8  68.1  61.6  52.9  42.4  J
CF565C     E     A    5000 101.3  95.1  90.8  86.7  80.4  73.4  68.0  61.6  53.2  43.4  J
CF565C     E     D   12500 104.7  99.0  94.7  89.9  82.0  73.3  67.8  60.2  51.1  39.9  J
CF565C     E     D   20000 111.0 105.0 101.0  96.5  89.2  82.3  77.5  71.0  63.4  53.5  J
CF565C     E     D   27500 113.4 108.5 105.2 101.3  94.9  88.3  83.4  77.4  70.3  62.4  J
CF565C     M     A    3000  91.3  83.7  78.7  73.8  66.0  57.5  51.5  44.8  37.3  29.3  J
CF565C     M     A    5000  92.0  84.1  79.0  73.9  66.2  57.7  51.7  44.9  37.3  29.4  J
CF565C     M     D   12500  98.9  89.4  82.8  76.4  67.3  57.8  51.3  44.2  36.3  27.7  J
CF565C     M     D   20000 103.4  95.3  89.8  83.9  75.3  66.2  59.9  53.0  45.0  36.3  J
CF565C     M     D   27500 106.9  99.4  94.4  89.3  81.0  71.9  65.4  58.3  50.2  41.5  J
CF565C     P     A    3000 110.3 101.9  95.7  89.1  80.9  68.5  61.8  53.1  43.4  31.8  J
CF565C     P     A    5000 108.2 100.0  93.7  87.1  77.9  67.9  61.1  53.2  43.5  32.9  J
CF565C     P     D   12500 115.3 106.1  99.1  92.4  81.5  69.4  62.6  53.2  42.8  31.7  J
CF565C     P     D   20000 119.7 111.7 105.9  99.2  87.1  77.7  71.4  63.2  54.2  42.8  J
CF565C     P     D   27500 122.8 115.2 109.9 104.0  94.1  83.6  77.9  69.2  60.9  51.9  J
CF565C     S     A    3000  95.6  90.6  87.6  84.3  79.0  73.1  68.5  63.4  57.6  50.9  J
CF565C     S     A    5000  96.6  91.2  87.9  84.5  79.2  73.3  68.7  63.6  57.8  51.5  J
CF565C     S     D   12500  98.8  92.6  88.7  84.8  78.6  71.9  67.1  61.6  55.4  48.5  J
CF565C     S     D   20000 105.3  99.9  96.4  92.9  87.3  81.0  76.4  70.9  64.7  57.8  J
CF565C     S     D   27500 108.0 103.5 100.5  97.4  92.1  86.2  81.7  76.2  70.7  64.6  J
CF567B     E     A    3000  98.8  94.2  90.7  86.9  80.7  73.1  67.5  61.2  52.0  40.6  J
CF567B     E     A    4000  99.6  95.0  91.4  87.6  81.6  74.2  68.7  62.6  53.2  42.4  J
CF567B     E     A    5000 100.2  95.6  92.1  88.3  82.3  75.2  69.7  63.8  54.7  44.6  J
CF567B     E     A    6000 100.8  96.2  92.6  89.0  83.1  76.1  70.6  64.9  56.5  47.1  J
CF567B     E     A    7000 101.3  96.7  93.1  89.5  83.7  76.9  71.4  65.8  58.5  49.6  J
CF567B     E     D   10000 100.3  96.0  92.6  89.1  83.5  76.8  72.0  66.0  60.2  55.7  J
CF567B     E     D   13000 103.1  98.9  95.6  92.3  86.8  80.5  75.8  69.9  63.6  58.8  J
CF567B     E     D   16000 105.4 101.3  98.2  95.0  89.7  83.6  79.0  73.3  67.0  61.6  J
CF567B     E     D   19000 107.5 103.6 100.5  97.4  92.3  86.5  82.0  76.3  70.5  64.6  J
CF567B     E     D   23500 111.8 108.0 105.2 102.3  97.5  92.2  87.9  82.2  76.5  70.3  J
CF567B     M     A    3000  93.0  85.9  81.1  76.1  68.0  59.2  52.5  45.6  37.5  29.3  J
CF567B     M     A    4000  93.6  86.5  81.7  76.6  68.7  59.9  53.4  46.6  37.8  29.7  J
CF567B     M     A    5000  94.1  87.0  82.2  77.2  69.2  60.5  54.1  47.4  39.0  31.1  J
CF567B     M     A    6000  94.6  87.5  82.7  77.6  69.7  61.1  54.7  48.1  40.4  32.9  J
CF567B     M     A    7000  95.0  87.9  83.0  78.0  70.1  61.5  55.2  48.7  41.8  34.5  J
CF567B     M     D   10000  95.2  87.9  83.6  78.8  71.3  63.0  57.3  50.4  44.2  36.9  J
CF567B     M     D   13000  98.1  91.0  86.7  82.0  74.5  66.3  60.7  53.9  46.9  39.6  J
CF567B     M     D   16000 100.5  93.7  89.3  84.6  77.3  69.2  63.5  56.8  49.4  42.1  J
CF567B     M     D   19000 102.7  96.0  91.7  87.1  79.7  71.7  66.1  59.5  52.2  44.9  J
CF567B     M     D   23500 107.2 100.9  96.5  91.9  84.7  76.8  71.4  64.6  57.7  50.4  J
CF567B     P     A    3000 105.8  98.5  93.2  87.5  78.4  68.7  61.4  53.6  43.9  31.9  J
CF567B     P     A    4000 106.6  99.3  94.0  88.3  79.3  69.6  62.4  54.7  44.6  33.7  J
CF567B     P     A    5000 107.4  99.9  94.7  89.0  80.0  70.4  63.3  55.7  46.1  35.6  J
CF567B     P     A    6000 108.0 100.6  95.3  89.6  80.7  71.2  64.1  56.6  48.0  37.7  J
CF567B     P     A    7000 108.6 101.1  95.9  90.2  81.3  71.8  64.7  57.4  50.0  40.0  J
CF567B     P     D   10000 108.1 101.1  96.4  91.1  82.8  73.6  67.1  59.5  53.0  43.9  J
CF567B     P     D   13000 111.0 104.1  99.4  94.3  86.2  77.1  70.8  63.4  56.9  48.0  J
CF567B     P     D   16000 113.5 106.6 102.0  97.0  89.0  80.1  74.0  66.7  60.2  51.2  J
CF567B     P     D   19000 115.7 108.9 104.3  99.4  91.6  82.9  76.9  69.7  63.2  54.2  J
CF567B     P     D   23500 120.2 113.5 109.0 104.3  96.9  88.5  82.8  75.4  68.9  60.2  J
CF567B     S     A    3000  95.5  91.3  88.2  84.9  79.5  73.3  68.3  63.2  55.9  49.6  J
CF567B     S     A    4000  96.2  91.9  88.8  85.6  80.2  74.1  69.4  64.3  56.8  50.7  J
CF567B     S     A    5000  96.7  92.5  89.4  86.1  80.8  74.8  70.1  65.2  58.0  52.4  J
CF567B     S     A    6000  97.2  93.0  89.9  86.7  81.4  75.5  70.9  66.0  59.4  54.3  J
CF567B     S     A    7000  97.7  93.4  90.4  87.1  81.9  76.0  71.5  66.7  60.8  55.6  J
CF567B     S     D   10000  96.3  92.1  89.4  86.3  81.4  75.9  72.0  67.0  61.3  51.9  J
CF567B     S     D   13000  99.2  95.2  92.4  89.4  84.7  79.3  75.4  70.5  64.5  56.1  J
CF567B     S     D   16000 101.7  97.6  95.0  92.1  87.4  82.1  78.3  73.5  67.3  60.0  J
CF567B     S     D   19000 103.9  99.9  97.3  94.5  89.9  84.7  81.0  76.2  70.3  63.7  J
CF567B     S     D   23500 108.4 104.5 102.0  99.3  95.0  89.9  86.4  81.5  75.5  69.5  J
CF66D      E     A    8000 105.5 100.1  95.8  91.0  82.1  73.7  67.7  61.0  52.2  43.3  J
CF66D      E     A   14000 110.0 105.0 100.9  96.5  88.5  80.6  75.0  68.7  60.9  52.6  J
CF66D      E     D   20000 112.1 107.2 103.3  99.0  91.5  83.8  78.4  72.3  64.8  56.8  J
CF66D      E     D   28000 114.1 109.4 105.6 101.5  94.4  87.0  81.7  75.8  68.8  61.1  J
CF66D      E     D   36000 116.2 111.6 107.9 104.0  97.3  90.1  85.0  79.3  72.7  65.3  J
CF66D      M     A    8000  99.2  92.0  86.6  81.0  72.1  63.0  56.5  49.1  40.8  32.5  J
CF66D      M     A   14000 102.1  95.0  89.9  84.5  76.0  67.0  60.6  53.3  45.1  37.1  J
CF66D      M     D   20000 104.5  97.6  92.7  87.5  79.3  70.4  64.1  56.9  48.9  41.0  J
CF66D      M     D   28000 106.2  99.4  94.6  89.5  81.5  72.6  66.4  59.3  51.3  43.6  J
CF66D      M     D   36000 107.8 101.1  96.5  91.5  83.7  74.9  68.7  61.7  53.8  46.2  J
CF66D      S     A    8000 100.7  95.5  91.7  87.5  81.1  74.0  68.8  63.0  56.3  49.7  J
CF66D      S     A   14000 104.4  99.5  95.9  92.0  85.9  79.0  73.9  68.3  61.7  55.2  J
CF66D      S     D   20000 106.8 102.2  98.7  95.0  89.0  82.3  77.3  71.8  65.4  58.9  J
CF66D      S     D   28000 109.3 104.8 101.4  98.0  92.2  85.6  80.7  75.3  69.0  62.6  J
CF66D      S     D   36000 110.9 106.6 103.3 100.0  94.3  87.8  83.0  77.6  71.4  65.1  J
CF680C     E     A    5500  99.3  94.5  91.0  87.4  81.6  74.9  69.6  63.6  56.4  48.1  J
CF680C     E     A    7000 100.6  95.7  92.0  88.3  82.4  75.5  70.0  63.9  56.8  49.0  J
CF680C     E     A   12000 102.6  97.6  94.0  89.9  83.4  76.4  71.0  64.7  56.7  46.8  J
CF680C     E     A   15000 106.7 101.8  98.2  93.7  86.3  78.4  72.6  66.1  57.9  47.6  J
CF680C     E     D   17000 110.8 105.8 101.9  97.2  88.2  78.4  72.9  65.9  56.7  44.1  J
CF680C     E     D   21000 109.4 104.6 100.9  96.5  88.3  79.5  74.2  67.6  58.7  46.5  J
CF680C     E     D   25000 108.6 104.0 100.4  96.2  88.7  80.6  75.5  69.2  60.7  49.0  J
CF680C     E     D   33000 108.2 103.9 100.6  96.7  90.2  83.1  78.3  72.5  64.6  53.8  J
CF680C     E     D   41000 108.8 104.7 101.6  98.1  92.2  85.9  81.3  75.8  68.6  59.0  J
CF680C     E     D   54000 112.5 108.7 106.0 103.1  98.4  92.9  88.8  84.1  78.3  71.1  J
CF680C     M     A    5500  94.4  87.4  82.8  78.0  70.4  61.9  55.7  48.8  40.9  31.7  J
CF680C     M     A    7000  95.3  88.1  83.5  78.5  70.7  62.1  55.8  49.0  40.9  31.4  J
CF680C     M     A   12000  95.9  88.8  84.1  79.1  71.3  62.7  56.4  49.6  41.7  32.5  J
CF680C     M     A   15000  98.9  91.2  86.2  80.7  72.3  63.4  57.0  50.1  42.0  32.1  J
CF680C     M     D   17000 101.6  93.6  87.8  81.4  71.6  62.2  55.8  48.8  40.6  30.5  J
CF680C     M     D   21000 100.8  93.1  87.6  81.7  72.6  63.6  57.4  50.7  42.7  33.0  J
CF680C     M     D   25000 100.6  93.1  87.8  82.3  73.8  65.0  59.0  52.4  44.7  35.2  J
CF680C     M     D   33000 101.3  94.2  89.3  84.2  76.3  67.9  62.1  55.7  48.2  39.2  J
CF680C     M     D   41000 103.1  96.3  91.5  86.7  79.1  70.9  65.1  58.9  51.5  42.6  J
CF680C     M     D   54000 109.7 103.2  98.8  94.0  86.4  78.2  72.5  66.2  59.0  50.4  J
CF680C     P     A    5500 106.1  98.9  94.0  88.7  80.5  71.8  65.3  58.2  49.3  38.5  J
CF680C     P     A    7000 106.7  99.4  94.7  89.4  81.2  72.2  65.5  58.4  50.0  40.3  J
CF680C     P     A   12000 108.8 101.2  96.0  90.5  81.9  72.8  66.2  59.0  50.1  39.1  J
CF680C     P     A   15000 111.5 103.8  98.6  93.1  84.1  74.1  67.1  59.8  51.8  42.8  J
CF680C     P     D   17000 113.3 105.9 100.6  94.6  84.3  73.0  66.1  58.3  48.6  36.0  J
CF680C     P     D   21000 113.2 105.9 100.6  94.7  85.1  74.7  68.0  60.5  51.3  39.6  J
CF680C     P     D   25000 113.4 106.1 101.0  95.2  86.0  76.3  69.7  62.5  53.7  42.8  J
CF680C     P     D   33000 114.6 107.4 102.4  96.8  88.3  79.4  73.1  66.2  58.0  48.1  J
CF680C     P     D   41000 116.3 109.3 104.4  99.1  91.0  82.6  76.5  69.8  61.9  52.2  J
CF680C     P     D   54000 122.0 115.1 110.6 105.8  98.2  90.1  84.6  78.2  70.2  59.8  J
CF680C     S     A    5500  95.9  93.2  90.4  87.2  82.1  76.2  71.6  66.4  60.4  53.5  J
CF680C     S     A    7000  96.6  93.7  90.7  87.5  82.2  76.2  71.5  66.4  60.4  53.4  J
CF680C     S     A   12000  98.0  94.9  91.8  88.5  83.0  76.9  72.2  67.1  61.0  53.9  J
CF680C     S     A   15000  99.2  97.1  93.8  90.1  84.2  77.6  72.9  67.7  61.6  54.5  J
CF680C     S     D   17000 104.5  99.3  95.3  90.7  83.1  75.4  70.6  65.4  59.2  51.4  J
CF680C     S     D   21000 103.1  98.4  94.7  90.5  83.7  76.8  72.3  67.3  61.4  53.9  J
CF680C     S     D   25000 102.5  98.0  94.6  90.8  84.6  78.2  73.8  69.1  63.4  56.2  J
CF680C     S     D   33000 102.6  98.5  95.5  92.1  86.7  80.9  76.9  72.3  66.9  60.1  J
CF680C     S     D   41000 104.0 100.1  97.3  94.2  89.2  83.8  79.9  75.4  70.1  63.5  J
CF680C     S     D   54000 109.8 106.1 103.6 100.8  96.1  90.8  86.9  82.6  77.5  71.2  J
CF680E     E     A    6000 102.5  96.3  92.0  87.6  81.1  74.2  69.1  62.4  54.2  42.8  J
CF680E     E     A   12000 104.6  98.5  94.4  89.9  83.3  76.1  71.1  64.1  55.7  44.4  J
CF680E     E     D   34000 112.6 106.9 102.8  98.5  91.3  83.5  78.6  72.5  64.2  54.1  J
CF680E     E     D   42000 112.3 107.7 103.9  99.9  93.3  86.1  81.5  75.5  67.9  57.7  J
CF680E     E     D   52000 112.6 107.7 104.3 100.8  95.1  88.9  85.0  78.4  71.4  62.8  J
CF680E     E     D   62000 116.7 111.9 108.6 105.4 100.2  94.3  89.8  84.3  77.5  69.2  J
CF680E     M     A    6000  93.5  86.4  81.6  76.7  69.0  60.5  54.2  46.9  38.5  29.6  J
CF680E     M     A   12000  97.4  89.9  84.9  79.7  71.6  62.8  56.2  48.6  39.8  30.5  J
CF680E     M     D   34000 105.5  97.4  92.0  86.3  77.7  68.4  61.8  54.3  46.2  37.4  J
CF680E     M     D   42000 106.0  98.2  93.2  88.0  79.8  70.7  64.2  56.9  48.8  40.1  J
CF680E     M     D   52000 107.5 100.1  95.2  90.2  82.3  73.8  67.6  60.6  52.7  44.0  J
CF680E     M     D   62000 111.7 104.4  99.6  94.5  86.6  78.4  72.4  65.6  57.6  48.8  J
CF680E     P     A    6000 109.4 100.3  93.6  87.7  79.5  70.3  63.7  55.0  45.4  32.5  J
CF680E     P     A   12000 113.6 104.4  98.0  91.7  82.4  72.7  66.4  57.0  47.2  33.7  J
CF680E     P     D   34000 121.5 113.4 107.5 100.9  89.6  79.6  73.1  65.6  55.8  43.7  J
CF680E     P     D   42000 121.6 113.9 108.4 102.4  92.2  82.4  75.9  68.9  59.1  47.2  J
CF680E     P     D   52000 121.2 113.2 107.7 101.8  94.1  85.1  79.7  72.4  63.5  51.7  J
CF680E     P     D   62000 126.4 118.8 113.5 107.6  99.9  90.8  85.0  78.2  69.5  58.3  J
CF680E     S     A    6000  97.8  92.8  89.5  86.1  80.6  74.5  69.7  64.4  58.1  51.1  J
CF680E     S     A   12000 100.0  94.8  91.5  88.0  82.6  76.3  71.3  65.7  59.2  52.1  J
CF680E     S     D   34000 106.7 101.4  98.1  94.5  88.6  82.2  77.6  72.2  65.9  58.9  J
CF680E     S     D   42000 107.2 102.4  99.4  96.0  90.6  84.4  79.9  74.6  68.4  61.5  J
CF680E     S     D   52000 108.4 104.1 101.2  98.2  93.2  87.4  83.0  77.6  71.6  64.8  J
CF680E     S     D   62000 112.7 108.3 105.4 102.5  97.6  91.9  87.7  82.5  76.5  70.4  J
CF700      E     A     850 106.9 101.5  97.2  92.0  81.9  72.4  66.5  60.0  52.6  41.8  J
CF700      E     A    1500 109.0 103.7  99.8  95.5  87.0  77.4  70.8  63.6  55.2  46.1  J
CF700      E     D    2500 109.5 104.2 100.3  96.0  88.8  81.4  76.0  69.9  62.9  53.7  J
CF700      E     D    3750 115.3 109.9 105.8 101.0  92.9  85.0  79.2  72.6  64.8  54.1  J
CF700      M     A     850  98.2  90.6  84.9  78.7  68.7  59.1  52.4  45.3  37.6  29.2  J
CF700      M     A    1500 100.5  93.5  88.6  83.5  74.6  64.9  57.6  49.7  41.7  33.0  J
CF700      M     D    2500 101.0  94.0  89.1  84.0  75.9  66.9  60.2  52.8  44.8  36.1  J
CF700      M     D    3750 108.6 101.4  96.3  91.0  82.4  72.6  65.3  57.2  48.4  38.9  J
CF700      S     A     850 100.7  95.3  91.2  86.4  78.7  71.4  66.2  60.5  54.4  47.4  J
CF700      S     A    1500 102.8  97.8  94.1  90.0  83.4  75.9  70.1  63.7  57.2  50.0  J
CF700      S     D    2500 104.2  99.5  96.1  92.5  86.7  79.9  74.7  68.9  62.3  55.1  J
CF700      S     D    3750 111.3 106.4 102.8  99.0  92.6  85.1  79.2  72.7  65.4  57.4  J
CFM562     E     A    5000 102.9  98.0  94.2  89.7  82.7  75.3  70.1  64.1  56.8  46.4  J
CFM562     E     A   10000 106.3 101.5  97.8  93.6  87.0  79.9  74.8  68.8  61.6  52.2  J
CFM562     E     D   10000 106.3 101.5  97.8  93.6  87.0  79.9  74.8  68.8  61.6  52.2  J
CFM562     E     D   15500 111.1 106.5 102.9  99.1  93.1  86.4  81.3  75.5  68.4  60.4  J
CFM562     M     A    5000  96.4  89.8  85.2  80.4  72.6  64.0  57.5  50.3  42.1  33.4  J
CFM562     M     A   10000 100.5  94.0  89.2  84.4  76.7  68.7  61.8  54.7  46.5  37.8  J
CFM562     M     D   10000 100.5  94.0  89.2  84.4  76.7  68.7  61.8  54.7  46.5  37.8  J
CFM562     M     D   15500 106.1  99.5  94.8  89.9  82.3  73.9  67.8  60.8  52.6  43.9  J
CFM562     S     A    5000  97.9  93.5  90.4  87.1  81.9  75.6  70.7  64.9  58.2  51.0  J
CFM562     S     A   10000 101.5  97.2  94.2  91.0  85.9  79.8  75.0  69.3  62.6  55.4  J
CFM562     S     D   10000 101.5  97.2  94.2  91.0  85.9  79.8  75.0  69.3  62.6  55.4  J
CFM562     S     D   15500 106.5 102.5  99.6  96.5  91.6  85.7  81.0  75.5  68.9  61.6  J
CFM563     M     A    2500  93.4  85.7  80.8  75.6  67.4  58.2  51.5  44.0  36.5  29.1  J
CFM563     M     A    3500  94.5  86.7  81.8  76.5  68.2  59.1  52.5  45.1  37.6  30.4  J
CFM563     M     A    4500  95.8  88.0  83.0  77.7  69.5  60.4  53.9  46.6  39.2  32.1  J
CFM563     M     A    5500  97.2  89.3  84.4  79.1  71.0  62.0  55.6  48.3  41.0  33.9  J
CFM563     M     D    6500  95.8  89.1  84.5  79.6  71.7  63.2  56.9  49.8  42.5  35.7  J
CFM563     M     D    9000  97.0  90.3  85.8  80.9  73.2  64.8  58.6  51.6  44.5  37.8  J
CFM563     M     D   11500  98.6  92.0  87.4  82.7  75.0  66.7  60.6  53.8  46.8  40.2  J
CFM563     M     D   14000 100.4  93.8  89.3  84.5  77.0  68.8  62.8  56.0  49.2  42.7  J
CFM563     M     D   16500 102.2  95.7  91.2  86.5  79.0  70.9  65.0  58.4  51.6  45.3  J
CFM563     M     D   19000 104.4  97.9  93.5  88.9  81.5  73.5  67.6  61.1  54.5  48.3  J
CFM563     S     A    2500  94.7  90.2  87.1  83.7  78.1  71.5  66.7  61.1  55.4  49.8  J
CFM563     S     A    3500  96.3  91.5  88.3  84.7  79.0  72.5  67.7  62.2  56.6  51.2  J
CFM563     S     A    4500  97.6  92.8  89.5  85.8  80.1  73.7  69.0  63.6  58.1  52.8  J
CFM563     S     A    5500  98.8  93.9  90.6  86.9  81.4  75.0  70.4  65.1  59.7  54.4  J
CFM563     S     D    6500  96.4  92.3  89.3  86.1  80.9  75.2  70.8  65.6  60.3  55.4  J
CFM563     S     D    9000  97.9  93.7  90.7  87.5  82.4  76.8  72.5  67.5  62.5  57.7  J
CFM563     S     D   11500  99.5  95.4  92.5  89.3  84.3  78.9  74.7  69.9  64.9  60.3  J
CFM563     S     D   14000 101.1  97.2  94.4  91.3  86.5  81.2  77.1  72.3  67.5  63.0  J
CFM563     S     D   16500 102.8  99.0  96.3  93.5  88.8  83.6  79.6  74.9  70.2  65.8  J
CFM563     S     D   19000 104.7 101.2  98.7  96.0  91.5  86.4  82.5  78.0  73.4  69.1  J
CFM563     P     A    2500 106.5  98.3  92.9  86.8  77.3  67.1  59.6  51.3  42.9  35.0  J
CFM563     P     A    3500 107.9  99.6  94.1  88.0  78.4  68.4  61.0  52.8  44.5  36.7  J
CFM563     P     A    4500 109.3 101.0  95.5  89.4  79.9  70.0  62.6  54.5  46.3  38.5  J
CFM563     P     A    5500 110.8 102.4  97.0  91.0  81.6  71.7  64.4  56.3  48.1  40.4  J
CFM563     P     D    6500 108.6 101.4  96.2  90.4  82.0  72.6  65.7  57.8  49.8  42.2  J
CFM563     P     D    9000 109.9 102.7  97.5  92.0  83.7  74.5  67.7  60.0  52.1  44.6  J
CFM563     P     D   11500 111.4 104.2  99.2  93.8  85.8  76.7  70.1  62.5  54.8  47.5  J
CFM563     P     D   14000 113.0 105.9 100.9  95.8  87.9  79.0  72.6  65.1  57.6  50.5  J
CFM563     P     D   16500 114.6 107.6 102.7  97.8  90.1  81.4  75.1  67.9  60.6  53.7  J
CFM563     P     D   19000 116.5 109.6 104.8 100.1  92.6  84.2  78.0  71.1  64.1  57.5  J
CFM563     E     A    2500  97.8  92.7  89.4  85.3  78.6  71.2  65.4  58.6  51.7  45.2  J
CFM563     E     A    3500 100.1  94.8  91.3  87.0  80.0  72.5  66.7  60.0  53.2  46.8  J
CFM563     E     A    4500 102.9  97.1  93.5  88.9  81.8  74.3  68.5  61.9  55.1  48.8  J
CFM563     E     A    5500 104.6  98.8  95.2  90.6  83.5  76.2  70.5  63.8  57.1  50.8  J
