110658     478103     10.668     80      20000        2
110541     478031     35.34622902861065     80      20000        2
110482     477995     47.70313208377475     80      20000        2
110364     477924     72.43306301161373     80      20000        2
110305     477888     84.80616920697339     80      20000        2
110188     477816     109.5495227651107     80      20000        2
110129     477780     121.92     80      20000        2
109971     477690     148.9796166055206     80      20000        2
109890     477649     162.5166411784364     80      20000        2
109723     477576     189.6051432667465     80      20000        2
109638     477545     203.1566208019122     80      20000        2
109464     477491     230.2740491586955     80      20000        2
109375     477470     243.84     80      20000        2
108295     477471     243.8399999999999     80      20000        2
107755     477655     243.8399999999998     80      20000        2
106874     478357     243.8399999999998     80      20000        2
106520     478875     243.8399999999998     80      20000        2
106112     480196     243.8399999999997     80      20000        2
106062     480988     243.8399999999996     80      20000        2
106354     482691     369.0401506811173     80      20000        2
106690     483564     525.5403390325143     80      20000        2
107617     485101     757.9981428946356     80      20000        2
