4.73729753494263     52.2891273498535     10.668     400      50000        2
4.73559236526489     52.2884712219238     35.34622902861065     400      50000        2
4.73473262786865     52.288143157959     47.70313208377475     400      50000        2
4.73301267623901     52.2874946594238     72.43306301161373     400      50000        2
4.73215246200562     52.287166595459     84.80616920697339     400      50000        2
4.73044729232788     52.2865104675293     109.5495227651107     400      50000        2
4.72958755493164     52.2861824035645     121.92     400      50000        2
4.72728395462036     52.2853584289551     148.9796166055206     400      50000        2
4.72610282897949     52.284984588623     162.5166411784364     400      50000        2
4.72366523742676     52.2843132019043     189.6051432667465     400      50000        2
4.7224235534668     52.2840309143066     203.1566208019122     400      50000        2
4.71988105773926     52.2835311889648     230.2740491586955     400      50000        2
4.71857976913452     52.283332824707     243.84     400      50000        2
4.70275354385376     52.2832527160645     243.8399999999999     400      50000        2
4.69481468200684     52.2848587036133     243.8399999999998     400      50000        2
4.68180418014526     52.2910919189453     243.8399999999998     400      50000        2
4.67654132843018     52.2957153320313     243.8399999999998     400      50000        2
4.67036962509155     52.3075523376465     243.8399999999998     400      50000        2
4.66952133178711     52.3146667480469     243.8399999999998     400      50000        2
4.6735577583313     52.3299980163574     369.0401506811173     400      50000        2
4.67836141586304     52.3378715515137     525.5403390325143     400      50000        2
4.69174575805664     52.3517646789551     757.9981428946356     400      50000        2
